Internal Class ID,Course,COURSE: Subject,Description,Teacher ID,School Year,Class ID
33991,Wrestling JV,Athletics,Wrestling JV,24243,18-19,WrstJV.W.2018.US
36257,Alpine Skiing JV,Athletics,Alpine Skiing JV,24944,18-19,SkiJV.W.2018
33938,Football Boys Varsity,Athletics,Football Boys Varsity,225027,18-19,FblBV.F.2018.US
33939,Football Boys Junior,Athletics,Football Boys Junior,23171,18-19,FblBJV.F.2018.US
33940,Soccer Boys Varsity,Athletics,Soccer Boys Varsity,24959,18-19,SocBV.F.2018.US
33941,Soccer Boys JV,Athletics,Soccer Boys JV,18136,18-19,SocBJV.F.2018.US
33942,Soccer Boys 3rd,Athletics,Soccer Boys 3rd,15370,18-19,SocB3.F.2018.US
33943,Cross Country Boys Varsity,Athletics,Cross Country Boys Varsity,20155,18-19,XCtryBV.F.2018.US
33944,Volleyball Girls JV,Athletics,Volleyball Girls JV,21886,18-19,VGJV.F.2018
33945,Cross Country Girls JV,Athletics,Cross Country Girls JV,22621,18-19,XCtryGJV.F.2018.US
33946,Soccer Girls Middle School,Athletics,Soccer Girls Middle School,21899,18-19,SocG4.F.2018.MS
33947,Field Hockey Girls Middle School,Athletics,Field Hockey Girls Middle School,18480,18-19,FHckG4.F.2018.MS
33948,Soccer Boys Middle School,Athletics,Soccer Boys Middle School,15496,18-19,SocB4.F.2018.MS
33949,Volleyball Girls Varsity,Athletics,Volleyball Girls Varsity,18272,18-19,VGV.F.2018
33950,Cross Country Middle School,Athletics,Cross Country Middle School,19336,18-19,XCtryMS.F.2018.MS
33952,Field Hockey Girls Varsity,Athletics,Field Hockey Girls Varsity,23517,18-19,FHckGV.F.2018.US
33953,Field Hockey Girls JV,Athletics,Field Hockey Girls JV,21366,18-19,FHckGJV.F.2018.US
33954,Soccer Girls Varsity,Athletics,Soccer Girls Varsity,26546,18-19,SocGV.F.2018.US
33955,Soccer Girls JV,Athletics,Soccer Girls JV,26575,18-19,SocGJV.F.2018.US
33956,Cross Country Girls Varsity,Athletics,Cross Country Girls Varsity,22621,18-19,XCtryGV.F.2018.US
33958,Basketball Boys Varsity,Athletics,Basketball Boys Varsity,23356,18-19,BsktBV.W.2018.US
33959,Basketball Boys JV,Athletics,Basketball Boys JV,24234,18-19,BsktBJV.W.2018.US
33960,Basketball Boys 3rd,Athletics,Basketball Boys 3rd,26500,18-19,BsktB3.W.2018.US
33961,Basketball Girls Varsity,Athletics,Basketball Girls Varsity,25012,18-19,BsktGV.W.2018.US
33962,Basketball Girls JV,Athletics,Basketball Girls JV,21887,18-19,BsktGJV.W.2018.US
33963,Hockey Boys Varsity,Athletics,Hockey Boys Varsity,16023,18-19,HckyBV.W.2018.US
33964,Squash Middle School,Athletics,Squash Middle School,24233,18-19,SQMS.W.2018.MS
33965,Lacrosse Girls JV,Athletics,Lacrosse Girls JV,18480,18-19,LaxGJV.S.2018.US
33966,Lacrosse Girls Middle School,Athletics,Lacrosse Girls Middle School,26582,18-19,LaxG4.S.2018.MS
33967,Baseball Boys Middle School,Athletics,Baseball Boys Middle School,15986,18-19,BsblB4.S.2018.MS
33968,Crew Learn To Row Middle School,Athletics,Crew Learn To Row,21678,18-19,CrewLtr.S.2018.MS
33969,Tennis Middle School,Athletics,Tennis Middle School,21881,18-19,TenMS.S.2018.MS
33970,Golf Varsity,Athletics,Golf Varsity,21839,18-19,GolfV.S.2018
33971,Tennis Boys Varsity,Athletics,Tennis Boys Varsity,23134,18-19,TenBV.S.2018.US
33972,Tennis Boys JV,Athletics,Tennis Boys JV,18163,18-19,TenBJV.S.2018.US
33973,Tennis Girls Varsity,Athletics,Tennis Girls Varsity,18277,18-19,TenGV.S.2018.US
33974,Tennis Girls JV,Athletics,Tennis Girls JV,26511,18-19,TenGJV.S.2018.US
33975,Lacrosse Boys Middle School,Athletics,Lacrosse Boys Middle School,15057,18-19,LaxB4.S.2018.MS
33976,Softball Girls Junior,Athletics,Softball Girls JV,25654,18-19,SftBlGJV.S.2018
33977,Baseball Boys Varsity,Athletics,Baseball Boys Varsity,24076,18-19,BsblBV.S.2018.US
33978,Baseball Boys Junior,Athletics,Baseball Boys JV,25649,18-19,BsblBJV.S.2018.US
33979,Crew Boys Varsity,Athletics,Crew Boys Varsity,18180,18-19,CrewBV.S.2018.US
33980,Crew Boys JV,Athletics,Crew Boys JV,225103,18-19,CrewBJV.S.2018.US
33981,Crew Girls Varsity,Athletics,Crew Girls Varsity,16212,18-19,CrewGV.S.2018.US
33982,Crew Girls JV,Athletics,Crew Girls JV,20013,18-19,CrewGJV.S.2018.US
33983,Hockey Boys JV,Athletics,Hockey Middle School,20009,18-19,HckyMS.W.2018.MS
33984,Wrestling Middle School,Athletics,Wrestling Middle School,24243,18-19,WrstMS.W.2018.MS
33985,Lacrosse Boys Varsity,Athletics,Lacrosse Boys Varsity,25055,18-19,LaxBV.S.2018.US
33986,Lacrosse Boys JV,Athletics,Lacrosse Boys JV,23171,18-19,LaxBJV.S.2018.US
33987,Lacrosse Girls Varsity,Athletics,Lacrosse Girls Varsity,13260,18-19,LaxGV.S.2018.US
33988,Softball Girls Varsity,Athletics,Softball Girls Varsity,21886,18-19,SftBlGV.S.2018.US
33989,Squash Girls JV,Athletics,Squash Girls JV,21881,18-19,SQGJV.W.2018.US
33990,Wrestling Varsity,Athletics,Wrestling Varsity,24243,18-19,WrstV.W.2018.US
33992,Alpine Skiing Varsity,Athletics,Alpine Skiing Varsity,24944,18-19,Ski.W.2018
33993,Basketball Girls Middle School,Athletics,Basketball Girls Middle School,25124,18-19,BsktG4.W.2018.MS
33994,Basketball Boys Middle School,Athletics,Basketball Boys Middle School,225028,18-19,BsktB4.W.2018.MS
33995,Hockey Boys JV,Athletics,Hockey Boys JV,21869,18-19,HckyBJV.W.2018.US
33996,Hockey Girls Varsity,Athletics,Hockey Girls Varsity,23608,18-19,HckyGV.W.2018.US
33997,Hockey Girls JV,Athletics,Hockey Girls JV,23178,18-19,HckyGJV.W.2018
33998,Squash Boys Varsity,Athletics,Squash Boys Varsity,26587,18-19,SqBV.W.2018.US
33999,Squash Boys JV,Athletics,Squash Boys JV,225179,18-19,SqBJV.W.2018.US
34000,Squash Girls Varsity,Athletics,Squash Girls Varsity,16332,18-19,SQGV.W.2018.US
34001,Dance Fall,Afternoon Program,Dance,21865,18-19,Dance.F.2018
34002,Community Service,Athletics,Community Service,19103,18-19,CommSrv.F.2018.US
34003,Technical Theatre,Afternoon Program,Technical Theatre,21905,18-19,TechTh.F.2018.US
34005,Outdoor Adventure,Afternoon Program,Outdoor Adventure MS-Coed,18027,18-19,OutAdv.F.2018
34006,Technical Theatre,Afternoon Program,Technical Theatre,21905,18-19,TechTh.W.2018.US
34007,Foster Gallery Initiatives,Afternoon Program,Foster Gallery Initiatives,19622,18-19,FGInit.W.2018.US
34008,Pit Band,Afternoon Program,"Pit Band, Musical Varsity",24249,18-19,PitBnd.W.2018.US
34009,Chamber Music,Afternoon Program,Chamber Music,24249,18-19,ChbrMus.S.2018
34010,Rock Climbing and Paddling,Afternoon Program,Rock Climbing and Paddling,26495,18-19,RckPdl.S.2018.US
34011,Dance Fall,Afternoon Program,Dance Outreach,25131,18-19,Dance.S.2018
34012,The Musical,Afternoon Program,The Musical,21435,18-19,Musical.W.2018
34013,Team Manager,Afternoon Program,Team Manager,25012,18-19,TMgr.S.2018.US
34014,Theatre,Afternoon Program,Theater,21435,18-19,Theatre.F.2018.US
34015,Middle School Play,Afternoon Program,Play MS,26527,18-19,MSPlay.W.2018.MS
34016,Team Manager,Afternoon Program,Team Manager,25012,18-19,TMgr.W.2018
34017,Team Manager,Afternoon Program,Team Manager,25012,18-19,TMgr.F.2018
34018,Theatre,Afternoon Program,Theatre,26527,18-19,Theatre.S.2018.US
34019,Yearbook,Afternoon Program,Yearbook,25125,18-19,Yrbk.W.2018
34020,Junior Exempt,Afternoon Program,Junior Exempt,23608,18-19,JE.F.2018.US
34021,Junior Exempt,Afternoon Program,Junior Exempt,23608,18-19,JE.W.2018.US
34022,Junior Exempt,Afternoon Program,Junior Exempt,23608,18-19,JE.S.2018.US
34023,Ultimate Frisbee,Athletics,Ultimate Frisbee Varsity,21822,18-19,Frisbee.S.2018.US
34024,Woodfire Ceramics,Afternoon Program,Woodfire Ceramics/Empty Bowls,21822,18-19,Ceram.F.2018
34025,Senior Exempt,Afternoon Program,Senior Exempt,23608,18-19,SExmpt.F.2018.US
34026,Senior Exempt,Afternoon Program,Senior Exempt,23608,18-19,SExmpt.W.2018.US
34027,Senior Exempt,Afternoon Program,Senior Exempt,23608,18-19,SExmpt.S.2018.US
34028,Strength and Conditioning Winter,Afternoon Program,Strength and Conditioning,18260,18-19,StrAndCond.W.2018.US
34029,Community Service,Athletics,Community Service,19103,18-19,CommSrv.W.2018.US
34030,Yearbook,Afternoon Program,Yearbook,25740,18-19,Yrbk.F.2018
34031,Tennis Girls JV,Athletics,Community Service,19103,18-19,CommSrv.S.2018.US
34032,Technical Theatre,Afternoon Program,Technical Theatre,21905,18-19,TechTh.S.2018.US
34034,Strength and Conditioning Spring,Afternoon Program,Strength and Conditioning,18260,18-19,StrAndCond.S.2018.US
34036,Strength and Conditioning Fall,Afternoon Program,Strength and Conditioning,18260,18-19,StrAndCond.F.2018.US
34039,Dawg Pound,Club,Dawg Pound,25012,18-19,DawgP.2018
34041,Achieve,Club,Achieve,25120,18-19,Achv.2018
34042,Achieve Leadership Council,Club,Achieve Leadership Council,25120,18-19,ALC.2018
34043,Alexandria Book Club,Club,Alexandria Book Club,20013,18-19,ABC.2018
34044,Animal Rights Club,Club,Animal Rights Club,"",18-19,ARC.2018
34045,Asian to Asian,Club,Asian to Asian,25042,18-19,A2A.2018
34046,Asian Culture Club,Club,Asian Culture Club,25042,18-19,ACC.2018
34047,Brother 2 Brother,Club,Brother 2 Brother,19131,18-19,B2B.2018
34048,Bulldawg Blues and Soul Revue (Blues Band),Club,Bulldawg Blues and Soul Revue (Blues Band),21817,18-19,BDawgBlues.2018
34049,Calliopé,Club,Calliopé,19622,18-19,Calliope.2018
34050,Camp Sunshine,Club,Camp Sunshine,23175,18-19,CampSun.2018
34051,Campuses Against Cancer,Club,Campuses Against Cancer,23517,18-19,CAC.2018
34052,Chess Club,Club,Chess Club,18020,18-19,Chess.2018
34053,Cogito,Club,Cogito,21891,18-19,Cogito.2018
34755,Community Service Leadership Cor,Club,Community Service Leadership Core,19103,18-19,ComSrvLC.2018
34756,Computer Science Club,Club,Computer Science Club,17137,18-19,ComSciClub.2018
34757,Cooking Club,Club,Cooking Club,25047,18-19,CookClub.2018
34758,Debate Club,Club,Debate Club 2018,18136,18-19,DebateClb.2018
34759,Dorm Life Council,Club,Dorm Life Council,24547,18-19,DormLife.2018
34760,Environmental Action Committee,Club,Environmental Action Committee,16332,18-19,EAC.2018
34761,Ethics Club,Club,Ethics Club,19664,18-19,EthicsClb.2018
34762,Fashion Club,Club,Fashion Club,19655,18-19,FashionClb.2018
34765,Focus,Club,Focus,23134,18-19,Focus.2018
34766,French Club,Club,French Club,24932,18-19,FrenchClb.2018
34767,Golden Dawgs,Club,Golden Dawgs,19103,18-19,GoldDawgs.2018
34768,Greensleeves,Club,Greensleeves,16104,18-19,Greenslvs.2018
34769,Happy Headlines Club,Club,Happy Headlines Club,21904,18-19,HappyHdClb.2018
34771,Heroes Wear Dawg Tags,Club,Heroes Wear Dawg Tags,15902,18-19,HeroesDTags.2018
34772,Imani,Club,Imani,18270,18-19,Imani.2018
34775,Journalism I,US: English,Journalism - 1,26540,18-19,101001-1
34776,Creative Non-Fiction,US: English,Creative Non-Fiction - 1,19336,18-19,101100-S1-1
34777,The Novel: From the Czar to Hitler,US: English,The Novel - 1,17033,18-19,101101-S1-1
34778,The Epic,US: English,The Epic - 1,21812,18-19,101102-S1-1
34779,Madness in Literature,US: English,Madness in Literature - 1,18169,18-19,101104-S1-1
34780,Shakespeare,US: English,Shakespeare - 1,23356,18-19,101105-S2-1
34781,Ethics and Literature,US: English,Ethics and Literature - 1,16228,18-19,101106-S1-1
34782,The Modernist Movement,US: English,Modernist Movement - 1,24059,18-19,101107-S1-1
34783,Introduction to Intellectual History,US: English,Intellectual History - 1,10634,18-19,101108-S2-1
34784,Satire and Humor,US: English,Satire and Humor - 1,24234,18-19,101114-S1-1
34785,On the Road,US: English,On the Road - 1,10634,18-19,101115-S1-1
34786,"Chimera: Mythology, Classical Lit",US: English,Chimera - 1,10634,18-19,101116-S1-1
34787,American Literature and Race,US: English,American Lit and Race - 1,23356,18-19,101117-S1-1
34788,Creative Writing,US: English,Creative Writing - 1,17033,18-19,101200-S2-1
34789,Poetry,US: English,Poetry - 1,24059,18-19,101203-S2-1
34790,Race and Identity in America,US: English,Race & Identity - 1,19131,18-19,101208-S2-1
34791,Philosophy and Literature,US: English,Philosophy & Literature - 1,10634,18-19,101210-S2-1
34792,"Noir: Mystery, Espionage and Crime Fiction in Post-WWI World Literature",US: English,Noir - 1,16228,18-19,101211-S2-1
34793,The City in Literature,US: English,City in Literature - 1,19336,18-19,101214-S2-1
34794,Literature and Leadership,US: English,Lit and Leadership - 1,24234,18-19,101216-S2-1
34795,Contemporary Dramatic Literature,US: English,Modern Dramatic Lit - 1,18169,18-19,101218-S2-1
34796,English II,US: English,English II - 1,21887,18-19,102000-1
34797,English II,US: English,English II - 2,17033,18-19,102000-2
34798,English II,US: English,English II - 3,21887,18-19,102000-3
34799,English II,US: English,English II - 4,21825,18-19,102000-4
34800,English II,US: English,English II - 5,24243,18-19,102000-5
34801,English II,US: English,English II - 6,18169,18-19,102000-6
34802,English II,US: English,English II - 7,17033,18-19,102000-7
34803,English II,US: English,English II - 8,18169,18-19,102000-8
34804,English II,US: English,English II - 9,24243,18-19,102000-9
34805,English III,US: English,English III - 1,25047,18-19,103000-1
34806,English III,US: English,English III - 10,21812,18-19,103000-10
34807,English III,US: English,English III - 2,23356,18-19,103000-2
34808,English III,US: English,English III - 3,25047,18-19,103000-3
34809,English III,US: English,English III - 4,21812,18-19,103000-4
34810,English III,US: English,English III - 5,23356,18-19,103000-5
34811,English III,US: English,English III - 6,21812,18-19,103000-6
34812,English III,US: English,English III - 7,24059,18-19,103000-7
34813,English III,US: English,English III - 8,25047,18-19,103000-8
34814,English III,US: English,English III - 9,23356,18-19,103000-9
34815,English IV,US: English,English IV - 1,20009,18-19,104000-1
34816,English IV,US: English,English IV - 10,23134,18-19,104000-10
34817,English IV,US: English,English IV - 2,21825,18-19,104000-2
34818,English IV,US: English,English IV - 3,23134,18-19,104000-3
34819,English IV,US: English,English IV - 4,19336,18-19,104000-4
34820,English IV,US: English,English IV - 5,21887,18-19,104000-5
34821,English IV,US: English,English IV - 6,20009,18-19,104000-6
34822,English IV,US: English,English IV - 7,16228,18-19,104000-7
34823,English IV,US: English,English IV - 8,24243,18-19,104000-8
34824,English IV,US: English,English IV - 9,19336,18-19,104000-9
34825,English V,MS: English MS,English V - 1,18274,18-19,105000-1
34826,English V,MS: English MS,English V - 2,26538,18-19,105000-2
34827,English V,MS: English MS,English V - 3,18274,18-19,105000-3
34828,English V,MS: English MS,English V - 4,26538,18-19,105000-4
34829,English via Latin,MS: English MS,English via Latin - 1,26538,18-19,106000-1
34830,English via Latin,MS: English MS,English via Latin - 2,18274,18-19,106000-2
34831,English via Latin,MS: English MS,English via Latin - 3,26538,18-19,106000-3
34832,English via Latin,MS: English MS,English via Latin - 4,18274,18-19,106000-4
34833,Calculus,US: Mathematics,Calculus - 1,15370,18-19,201000-1
34834,Calculus,US: Mathematics,Calculus - 2,15370,18-19,201000-2
34835,Calculus,US: Mathematics,Calculus - 3,225031,18-19,201000-3
34836,AP AB Calculus,US: Mathematics,AP AB Calculus - 1,26495,18-19,201001-1
34837,AP AB Calculus,US: Mathematics,AP AB Calculus - 2,26575,18-19,201001-2
34838,AP AB Calculus,US: Mathematics,AP AB Calculus - 3,20031,18-19,201001-3
34839,AP AB Calculus,US: Mathematics,AP AB Calculus - 4,26495,18-19,201001-4
34840,AP BC Calculus,US: Mathematics,AP BC Calculus - 1,18164,18-19,201002-1
34841,AP BC Calculus,US: Mathematics,AP BC Calculus - 2,18164,18-19,201002-2
34842,AP BC Calculus,US: Mathematics,AP BC Calculus - 3,18164,18-19,201002-3
34843,Discrete Mathematics,US: Mathematics,Discrete Math - 1,22916,18-19,201003-1
34844,AP Statistics,US: Mathematics,AP Statistics - 1,15370,18-19,201100-S2-1
34845,Multivariable Calculus,US: Mathematics,Multivariable Calculus - 1,18164,18-19,201200-S1-1
34846,Precalculus,US: Mathematics,Precalculus - 1,18149,18-19,202000-S2-1
34847,Precalculus,US: Mathematics,Precalculus - 2,18149,18-19,202000-S2-2
34848,Precalculus,US: Mathematics,Precalculus - 3,18267,18-19,202000-S2-3
34849,Precalculus,US: Mathematics,Precalculus - 4,18164,18-19,202000-S2-4
34850,Precalculus,US: Mathematics,Precalculus - 5,18149,18-19,202000-S2-5
34851,Precalculus,US: Mathematics,Precalculus - 6,18267,18-19,202000-S2-6
34852,Honors Precalculus with Differential Calc,US: Mathematics,Honors Precalc/Differential Calc - 1,26495,18-19,202001-1
34853,Honors Precalculus with Differential Calc,US: Mathematics,Honors Precalc/Differential Calc - 2,22916,18-19,202001-2
34854,Precalculus FY,US: Mathematics,Precalculus FY - 1,24233,18-19,202003-1
34855,Precalculus FY,US: Mathematics,Precalculus FY - 2,21886,18-19,202003-2
34856,Statistics,US: Mathematics,Statistics - 1,18149,18-19,202100-S1-1
34857,Statistics,US: Mathematics,Statistics - 2,18149,18-19,202100-S1-2
34858,Statistics,US: Mathematics,Statistics - 3,18267,18-19,202100-S1-3
34859,Statistics,US: Mathematics,Statistics - 4,18267,18-19,202100-S1-4
34860,Statistics,US: Mathematics,Statistics - 5,18149,18-19,202100-S1-5
34861,Statistics,US: Mathematics,Statistics - 6,15370,18-19,202100-S1-6
34862,Algebra II,US: Mathematics,Algebra II - 1,225031,18-19,203000-1
34863,Algebra II,US: Mathematics,Algebra II - 2,24233,18-19,203000-2
34864,Algebra II,US: Mathematics,Algebra II - 3,24233,18-19,203000-3
34865,Algebra II,US: Mathematics,Algebra II - 4,23517,18-19,203000-4
34866,Algebra II,US: Mathematics,Algebra II - 5,26495,18-19,203000-5
34867,Algebra II,US: Mathematics,Algebra II - 6,23517,18-19,203000-6
34868,Algebra II - H,US: Mathematics,Algebra II-H - 1,20031,18-19,203001-1
34869,Algebra II - H,US: Mathematics,Algebra II-H - 2,22916,18-19,203001-2
34870,Algebra II - H,US: Mathematics,Algebra II-H - 3,26575,18-19,203001-3
34871,Algebra II - Foundations,US: Mathematics,Algebra II Foundations - 1,18267,18-19,203003-1
34872,Algebra II - Foundations,US: Mathematics,Algebra II Foundations - 2,24547,18-19,203003-2
34873,Geometry,US: Mathematics,Geometry - 1,24547,18-19,204000-1
34874,Geometry,US: Mathematics,Geometry - 2,18267,18-19,204000-2
34875,Geometry,US: Mathematics,Geometry - 3,21886,18-19,204000-3
34876,Geometry,US: Mathematics,Geometry - 4,24547,18-19,204000-4
34877,Geometry,US: Mathematics,Geometry - 5,24233,18-19,204000-5
34878,Geometry - H,US: Mathematics,Geometry-H - 1,26575,18-19,204001-1
34879,Geometry - H,US: Mathematics,Geometry-H - 2,225031,18-19,204001-2
34880,Geometry - H,US: Mathematics,Geometry-H - 3,225031,18-19,204001-3
34881,Geometry - H,US: Mathematics,Geometry-H - 4,26575,18-19,204001-4
34882,Algebra I,MS: Mathematics MS,Algebra I - 1,24063,18-19,205000-1
34883,Algebra I,MS: Mathematics MS,Algebra I - 2,17163,18-19,205000-2
34884,Algebra I,MS: Mathematics MS,Algebra I - 3,17163,18-19,205000-3
34885,Algebra I - H,MS: Mathematics MS,Algebra I-H - 1,21886,18-19,205001-1
34886,Algebra I - H,MS: Mathematics MS,Algebra I-H - 2,21886,18-19,205001-2
34887,Pre-Algebra,MS: Mathematics MS,PreAlgebra - 1,24063,18-19,206000-1
34888,Pre-Algebra,MS: Mathematics MS,PreAlgebra - 2,15370,18-19,206000-2
34889,Pre-Algebra,MS: Mathematics MS,PreAlgebra - 3,23369,18-19,206000-3
34890,Pre-Algebra,MS: Mathematics MS,PreAlgebra - 4,23369,18-19,206000-4
34891,Robotics,US: Science,Robotics - 1,17987,18-19,301001-S1-1
34892,Robotics,US: Science,Robotics - 2,21856,18-19,301001-S1-2
34893,Robotics,US: Science,Robotics - 3,21856,18-19,301001-S2-3
34894,Robotics,US: Science,Robotics - 4,17987,18-19,301001-S2-4
34895,Advanced Projects in Physics,US: Science,Advanced Projects in Physics - 1,18020,18-19,301002-S1-1
34896,Advanced Projects in Physics,US: Science,Advanced Projects in Physics - 2,18020,18-19,301002-S2-2
34897,Marine Biology,US: Science,Marine Biology - 1,17163,18-19,301003-S1-1
34898,Marine Biology,US: Science,Marine Biology - 2,17163,18-19,301003-S2-2
34899,Neuroscience,US: Science,Neuroscience - 1,19655,18-19,301004-S1-1
34900,Neuroscience,US: Science,Neuroscience - 2,19655,18-19,301004-S2-2
34901,Anatomy and Physiology,US: Science,Anatomy & Physiology - 1,16332,18-19,301005-S1-1
34902,Anatomy and Physiology,US: Science,Anatomy & Physiology - 2,16332,18-19,301005-S2-2
34903,Biochemistry Research,US: Science,Biochemistry - 1,25031,18-19,301006-S1-1
34904,Molecular Gastronomy,US: Science,Molecular Gastronomy - 1,25031,18-19,301007-S2-1
34905,Electronics Design and Engineering,US: Science,Electronics Design - 1,21856,18-19,301008-S2-1
34906,AP Environmental Science,US: Science,AP Environmental Science - 1,16332,18-19,301100-1
34907,AP Biology,US: Science,AP Biology - 1,21839,18-19,301101-1
34908,AP Biology,US: Science,AP Biology - 2,21890,18-19,301101-2
34909,AP Biology,US: Science,AP Biology - 3,21839,18-19,301101-3
34910,AP Chemistry,US: Science,AP Chemistry - 1,25525,18-19,301102-1
34911,AP Physics,US: Science,AP Physics - 1,18249,18-19,301103-1
34912,Physics,US: Science,Physics - 1,25031,18-19,302000-1
34913,Physics,US: Science,Physics - 2,25031,18-19,302000-2
34914,Physics,US: Science,Physics - 3,225030,18-19,302000-3
34915,Physics,US: Science,Physics - 4,18249,18-19,302000-4
34916,Physics,US: Science,Physics - 5,225030,18-19,302000-5
34917,Physics,US: Science,Physics - 6,18249,18-19,302000-6
34918,Physics,US: Science,Physics - 7,225030,18-19,302000-7
34919,Physics,US: Science,Physics - 8,18249,18-19,302000-8
34920,Physics-H,US: Science,Honors Physics - 1,18020,18-19,302001-1
34921,Physics-H,US: Science,Honors Physics - 2,18020,18-19,302001-2
34922,Physics-H,US: Science,Honors Physics - 3,18020,18-19,302001-3
34923,Chemistry,US: Science,Chemistry - 1,21890,18-19,303000-1
34924,Chemistry,US: Science,Chemistry - 2,21890,18-19,303000-2
34925,Chemistry,US: Science,Chemistry - 3,225030,18-19,303000-3
34926,Chemistry,US: Science,Chemistry - 4,21890,18-19,303000-4
34927,Chemistry,US: Science,Chemistry - 5,25525,18-19,303000-5
34928,Chemistry,US: Science,Chemistry - 6,25525,18-19,303000-6
34929,Chemistry,US: Science,Chemistry - 7,25525,18-19,303000-7
34930,Chemistry-H,US: Science,Honors Chemistry - 1,23175,18-19,303001-1
34931,Chemistry-H,US: Science,Honors Chemistry - 2,23175,18-19,303001-2
34932,Chemistry-H,US: Science,Honors Chemistry - 3,23175,18-19,303001-3
34933,Biology,US: Science,Biology - 1,20661,18-19,304000-1
34934,Biology,US: Science,Biology - 2,20661,18-19,304000-2
34935,Biology,US: Science,Biology - 3,20661,18-19,304000-3
34936,Biology,US: Science,Biology - 4,23175,18-19,304000-4
34937,Biology,US: Science,Biology - 5,19655,18-19,304000-5
34938,Biology-H,US: Science,Biology- Honors - 1,16332,18-19,304001-1
34939,Biology-H,US: Science,Biology- Honors - 2,21839,18-19,304001-2
34940,Biology-H,US: Science,Biology- Honors - 3,225028,18-19,304001-3
34941,Biology-H,US: Science,Biology- Honors - 4,21839,18-19,304001-4
34942,Biology-H,US: Science,Biology- Honors - 5,16332,18-19,304001-5
34943,Science V,MS: Science MS,Science V - 1,15496,18-19,305000-1
34944,Science V,MS: Science MS,Science V - 2,24252,18-19,305000-2
34945,Science V,MS: Science MS,Science V - 3,15496,18-19,305000-3
34946,Science V,MS: Science MS,Science V - 4,24252,18-19,305000-4
34947,Science VI,MS: Science MS,Science VI - 1,15496,18-19,306000-1
34948,Science VI,MS: Science MS,Science VI - 2,24252,18-19,306000-2
34949,Science VI,MS: Science MS,Science VI - 3,24252,18-19,306000-3
34950,Science VI,MS: Science MS,Science VI - 4,15496,18-19,306000-4
34951,American History and Hollywood Film,US: History and Social Science,American History and Hollywood Film - 1,19621,18-19,401102-S2-1
34952,Modern America at War,US: History and Social Science,Modern America at War - 1,18027,18-19,401103-S1-1
34953,Modern America at War,US: History and Social Science,Modern America at War - 2,15902,18-19,401103-S1-2
34954,History of Ancient Greece,US: History and Social Science,History of Ancient Greece - 1,20155,18-19,401104-S1-1
34955,Macroeconomics,US: History and Social Science,Macroeconomics - 1,16023,18-19,401105-S1-1
34956,Macroeconomics,US: History and Social Science,Macroeconomics - 2,16023,18-19,401105-S1-2
34957,Macroeconomics,US: History and Social Science,Macroeconomics - 3,16023,18-19,401105-S1-3
34958,Macroeconomics,US: History and Social Science,Macroeconomics - 4,18149,18-19,401105-S1-4
34959,Utopia and Terror: Twentieth Century History,US: History and Social Science,Utopia and Terror - 1,26511,18-19,401106-S1-1
34960,Art History: Renaissance to the Enlightenment,US: History and Social Science,Art History: Renaissan - 1,19622,18-19,401107-S1-1
34961,Politics and Ethics,US: History and Social Science,Politics and Ethics - 1,25012,18-19,401200-S1-1
34962,The History of Boston,US: History and Social Science,Boston from Bulfinch to the Big - 1,26511,18-19,401201-S2-1
34963,Race and Ethnicity in American Culture and History,US: History and Social Science,Race - 1,19621,18-19,401202-S1-1
34964,America and Genocide,US: History and Social Science,America and Genocide in the 20th - 1,15902,18-19,401203-S2-1
34965,History of Ancient Rome,US: History and Social Science,History of Ancient Rome - 1,20155,18-19,401204-S2-1
34966,Microeconomics,US: History and Social Science,Microeconomics - 1,16023,18-19,401205-S2-1
34967,Microeconomics,US: History and Social Science,Microeconomics - 2,16023,18-19,401205-S2-2
34968,Microeconomics,US: History and Social Science,Microeconomics - 3,16023,18-19,401205-S2-3
34969,Microeconomics,US: History and Social Science,Microeconomics - 4,18149,18-19,401205-S2-4
34970,Power: Global Issues in the Modern World,US: History and Social Science,Power - 1,18027,18-19,401208-S2-1
34971,Entrepreneurship and Innovation,US: History and Social Science,Entrepreneurship - 1,24959,18-19,401210-S2-1
34972,Art History: The Birth of the Modern,US: History and Social Science,Art History : Birth - 1,19622,18-19,401211-S2-1
34973,AP European History,US: History and Social Science,AP European History - 1,26511,18-19,402000-1
34974,AP European History,US: History and Social Science,AP European History - 2,21891,18-19,402000-2
34975,AP European History,US: History and Social Science,AP European History - 3,26511,18-19,402000-3
34976,AP European History,US: History and Social Science,AP European History - 4,22622,18-19,402000-4
34977,AP European History,US: History and Social Science,AP European History - 5,16362,18-19,402000-5
34978,AP European History,US: History and Social Science,AP European History - 6,21891,18-19,402000-6
34979,AP European History,US: History and Social Science,AP European History - 7,26511,18-19,402000-7
34980,AP European History,US: History and Social Science,AP European History - 8,21891,18-19,402000-8
34981,AP European History,US: History and Social Science,AP European History - 9,22622,18-19,402000-9
34982,US History: Themes in Modern America,US: History and Social Science,US History - 1,19621,18-19,403000-1
34983,US History: Themes in Modern America,US: History and Social Science,US History - 10,19621,18-19,403000-10
34984,US History: Themes in Modern America,US: History and Social Science,US History - 11,24234,18-19,403000-11
34985,US History: Themes in Modern America,US: History and Social Science,US History - 2,26555,18-19,403000-2
