Internal Class ID,Course,COURSE: Subject,Description,Teacher ID,School Year,Class ID
43714,Study Hall: MS,Study Hall,Study Hall - 4,26500,21-22,965000-4
43715,Study Hall: MS,Study Hall,Study Hall -5,"",21-22,965000-5
43716,Study Hall: MS,Study Hall,Study Hall-6,"",21-22,965000-6
43717,Study Hall: MS,Study Hall,Study Hall-7,240049,21-22,965000-7
43718,Study Hall: MS,Study Hall,Study Hall-8,25139,21-22,965000-8
43719,Study Hall: MS,Study Hall,Study Hall-9,21435,21-22,965000-9
43721,Study Hall: MS,Study Hall,Study Hall-10,20012,21-22,965000-10
43722,History of the Human Community,US: History and Social Science,History of the Human Community - 10,240297,21-22,404000-10
43724,Lunch Fall,Lunch,Lunch,"",21-22,ms.lunch1
43725,Lunch Fall,Lunch,Lunch/Recess,263679,21-22,ms.lunch2
43726,Lunch Fall,Lunch,Lunch/Recess,15496,21-22,ms.lunch3
43728,P D III-Mindfulness,US: Personal Development,P D III - 12,23976,21-22,953000-12
43729,P D IV-Sex Ed,US: Personal Development,P D IV - 12,25120,21-22,954000-12
43733,Lunch Fall,Lunch,Lunch,"",21-22,ms.lunch4
43734,Lunch Fall,Lunch,Lunch/Recess,21899,21-22,ms.lunch5
43735,Lunch Fall,Lunch,Lunch/Recess,24063,21-22,ms.lunch6
43736,Lunch Fall,Lunch,Lunch/Recess,239644,21-22,ms.lunch7
43737,Lunch Fall,Lunch,Lunch/Recess,19441,21-22,ms.lunch8
43738,Lunch Fall,Lunch,Lunch/Recess,24943,21-22,ms.lunch9
43739,Lunch Fall,Lunch,Lunch/Recess,249548,21-22,ms.lunch10
43740,Lunch Fall,Lunch,Lunch,"",21-22,ms.lunch11
43741,Lunch Fall,Lunch,Lunch/Recess,24943,21-22,ms.lunch12
43742,Lunch Fall,Lunch,Lunch/Recess,23369,21-22,ms.lunch13
43743,Study Hall: MS,Study Hall,Study Hall - 31,17163,21-22,965000-31
43744,Study Hall: MS,Study Hall,Study Hall - 32,240048,21-22,965000-32
43745,Study Hall: MS,Study Hall,Study Hall - 33,240297,21-22,965000-33
43746,Study Hall: MS,Study Hall,Study Hall - 34,18270,21-22,965000-34
43747,Study Hall: MS,Study Hall,Study Hall - 39,25138,21-22,965000-39
43748,Study Hall: MS,Study Hall,Study Hall - 40,25138,21-22,965000-40
43749,Study Hall - Fall,Study Hall,Study Hall - Fall,21812,21-22,963000-S1-1
43750,Study Hall - Fall,Study Hall,Study Hall - Fall,249029,21-22,963000-S1-2
43751,Study Hall - Fall,Study Hall,Study Hall - Fall,21865,21-22,963000-S1-3
43752,Study Hall - Fall,Study Hall,Study Hall - Fall,248855,21-22,963000-S1-4
43753,Study Hall - Fall,Study Hall,Study Hall - Fall,26495,21-22,963000-S1-5
43754,Study Hall - Fall,Study Hall,Study Hall - Fall,16023,21-22,963000-S1-6
43755,Study Hall - Fall,Study Hall,Study Hall - Fall,26538,21-22,963000-S1-7
43756,Study Hall: MS,Study Hall,Study Hall - 41,250290,21-22,965000-41
43757,Study Hall: MS,Study Hall,Study Hall - 42,250290,21-22,965000-42
43758,Study Hall: MS,Study Hall,Study Hall - 43,24558,21-22,965000-43
43759,Study Hall: MS,Study Hall,Study Hall - 44,25140,21-22,965000-44
43760,Study Hall: MS,Study Hall,Study Hall - 45,24932,21-22,965000-45
43761,Study Hall: MS,Study Hall,Study Hall - 46,263679,21-22,965000-46
43764,Achieve Pride,Core,Pride 11,"",21-22,Pride11
43765,Lunch Fall,Lunch,Lunch/Recess,239644,21-22,ms.lunch14
43766,Study Hall: MS,Study Hall,Study Hall - 47,21899,21-22,965000-47
43767,Study Hall: MS,Study Hall,Study Hall - 48,20016,21-22,965000-48
43768,Study Hall: MS,Study Hall,Study Hall - 19,21905,21-22,965000-19
43769,Study Hall: MS,Study Hall,Study Hall - 27,250290,21-22,965000-27
43770,Study Hall: MS,Study Hall,Study Hall - 23,19103,21-22,965000-23
43771,Study Hall: MS,Study Hall,Study Hall - 21,240296,21-22,965000-21
43772,Study Hall: MS,Study Hall,Study Hall - 25,19664,21-22,965000-25
43773,Study Hall: MS,Study Hall,Study Hall - 29,263679,21-22,965000-29
43774,Department Meeting,Meetings,Operations Team,20011,21-22,DM.2021.AdminSmall
43775,Core Meeting,Core,Large Core Meeting,24943,21-22,MS.CORE.LARGE
43776,Core Meeting,Core,Small Core/Special,24943,21-22,MS.CORE.SMALL
43777,Library Proctor,Study Hall,Library Proctor,24243,21-22,LibP.2021.M.D
43778,Library Proctor,Study Hall,Library Proctor,20009,21-22,LibP.2021.M.C
43779,Lunch Spring,Lunch,Lunch,"",21-22,ms.lunch15
43780,Study Hall - Fall,Study Hall,Study Hall - Fall,"",21-22,963000-S1-8
43781,Study Hall - Fall,Study Hall,Study Hall - Fall,26555,21-22,963000-S1-9
43782,Study Hall - Fall,Study Hall,Study Hall - Fall,19336,21-22,963000-S1-10
43783,Study Hall - Fall,Study Hall,Study Hall - Fall,21825,21-22,963000-S1-11
43784,Study Hall - Fall,Study Hall,Study Hall - Fall,18136,21-22,963000-S1-12
43785,Study Hall - Fall,Study Hall,Study Hall - Fall,22621,21-22,963000-S1-13
43786,Study Hall - Fall,Study Hall,Study Hall - Fall,19088,21-22,963000-S1-14
43787,Study Hall - Fall,Study Hall,Study Hall - Fall,263919,21-22,963000-S1-15
43788,Lunch Spring,Lunch,Lunch/Recess,263679,21-22,ms.lunch16
43789,Study Hall - Fall,Study Hall,Study Hall - Fall,16332,21-22,963000-S1-16
43790,Study Hall - Fall,Study Hall,Study Hall - Fall,24558,21-22,963000-S1-17
43791,Study Hall - Fall,Study Hall,Study Hall - Fall,18274,21-22,963000-S1-18
43792,Lunch Spring,Lunch,Lunch/Recess,19441,21-22,ms.lunch17
43793,Lunch Spring,Lunch,Lunch/Recess,249548,21-22,ms.lunch18
43794,Lunch Spring,Lunch,Lunch/Recess,251332,21-22,ms.lunch19
43795,Lunch Spring,Lunch,Lunch,"",21-22,ms.lunch20
43796,Lunch Fall,Lunch,Lunch/Recess,249548,21-22,ms.lunch12a
43797,Library Proctor,Study Hall,Library Proctor,23517,21-22,LibP.2021.T. M
43798,Library Proctor,Study Hall,Library Proctor,240295,21-22,LibP.2021.T. C
43799,Library Proctor,Study Hall,Library Proctor,21891,21-22,LibP.2021.T. CL
43800,Study Hall: MS,Study Hall,Study Hall - 28,250290,21-22,965000-28
43801,Study Hall: MS,Study Hall,Study Hall - 20,21905,21-22,965000-20
43802,Library Proctor,Study Hall,Library Proctor,21951,21-22,LibP.2021.T. E
43803,Library Proctor,Study Hall,Library Proctor,23976,21-22,LibP.2021.WC
43804,Library Proctor,Study Hall,Library Proctor,24547,21-22,LibP.2021.WD
43805,Library Proctor,Study Hall,Library Proctor,25048,21-22,LibP.2021.WE
43806,Library Proctor,Study Hall,Library Proctor,18020,21-22,LibP.2021.R.EL
43807,Library Proctor,Study Hall,Library Proctor,26511,21-22,LibP.2021.R.E
43808,Library Proctor,Study Hall,Library Proctor,17868,21-22,LibP.2021.R.D
43809,Library Proctor,Study Hall,Library Proctor,18351,21-22,LibP.2021.Fall. C
43810,Library Proctor,Study Hall,Library Proctor,24249,21-22,LibP.2021.Fall. E
43811,Library Proctor,Study Hall,Library Proctor,25047,21-22,LibP.2021.Fall. D
43812,Library Proctor,Study Hall,Library Proctor,21890,21-22,LibP.2021.Fall. M
43813,Study Hall - Fall,Study Hall,Study Hall - Fall,"",21-22,963000-S1-19
43814,Study Hall - Fall,Study Hall,Study Hall - Fall,240299,21-22,963000-S1-20
43815,Study Hall - Fall,Study Hall,Study Hall - Fall,250222,21-22,963000-S1-21
43816,Study Hall - Fall,Study Hall,Study Hall - Fall,20031,21-22,963000-S1-22
43817,Study Hall - Fall,Study Hall,Study Hall - Fall,20661,21-22,963000-S1-23
43818,Study Hall - Fall,Study Hall,Study Hall - Fall,25038,21-22,963000-S1-24
43819,Study Hall - Fall,Study Hall,Study Hall - Fall,16362,21-22,963000-S1-25
43820,Study Hall - Fall,Study Hall,Study Hall - Fall,24075,21-22,963000-S1-26
43821,Department Meeting,Meetings,Classics Department Meeting,20155,21-22,DM.2021.Classics
43822,Department Meeting,Meetings,Comp Sci Department Meeting,21856,21-22,DM.2021.CompSci
43823,Department Meeting,Meetings,English Department Meeting,24059,21-22,DM.2021.English
43824,Department Meeting,Meetings,History Department Meeting,26511,21-22,DM.2021.History
43825,Study Hall - Fall,Study Hall,Study Hall - Fall,21856,21-22,963000-S1-27
43826,Study Hall - Fall,Study Hall,Study Hall - Fall,18169,21-22,963000-S1-28
43827,Study Hall - Fall,Study Hall,Study Hall - Fall,19621,21-22,963000-S1-29
43828,Department Meeting,Meetings,Math Department Meeting,18164,21-22,DM.2021.Mathematics 
43829,Study Hall - Fall,Study Hall,Study Hall - Fall,265011,21-22,963000-S1-30
43830,Study Hall - Fall,Study Hall,Study Hall - Fall,21872,21-22,963000-S1-31
43831,Study Hall - Fall,Study Hall,Study Hall - Fall,25525,21-22,963000-S1-32
43832,Study Hall - Fall,Study Hall,Study Hall - Fall,"",21-22,963000-S1-33
43833,Study Hall - Fall,Study Hall,Study Hall - Fall,25042,21-22,963000-S1-34
43834,Study Hall - Fall,Study Hall,Study Hall - Fall,23178,21-22,963000-S1-35
43835,Study Hall - Fall,Study Hall,Study Hall - Fall,19622,21-22,963000-S1-36
43836,Study Hall: MS,Study Hall,Study Hall - 18,21822,21-22,965000-18
43837,Study Hall - Fall,Study Hall,Study Hall - Fall,19623,21-22,963000-S1-37
43838,Study Hall - Fall,Study Hall,Study Hall - Fall,25638,21-22,963000-S1-38
43839,Study Hall: MS,Study Hall,Study Hall - 22,25042,21-22,965000-22
43840,Study Hall - Fall,Study Hall,Study Hall - Fall,18164,21-22,963000-S1-39
43841,Study Hall: MS,Study Hall,Study Hall - 24,19103,21-22,965000-24
43842,Study Hall: MS,Study Hall,Study Hall - 26,19664,21-22,965000-26
43843,Study Hall - Fall,Study Hall,Study Hall - Fall,24059,21-22,963000-S1-40
43844,Study Hall: MS,Study Hall,Study Hall - 30,21366,21-22,965000-30
43845,Study Hall - Fall,Study Hall,Study Hall - Fall,20155,21-22,963000-S1-41
43846,Department Meeting,Meetings,Science Department Meeting,25031,21-22,DM.2021.Science
43848,Department Meeting,Meetings,Visual Arts Department Meeting,25125,21-22,DM.2021.VisArts
43849,Department Meeting,Meetings,Performing Arts Department Meeting,21435,21-22,DM.2021.PerfArts
43851,Department Meeting,Meetings,Nobles Fellows Department Meeting,24063,21-22,DM.2021.NblFellows
43852,Department Meeting,Meetings,Academic Steering Committee (ASC),18169,21-22,DM.2021.Steering Com
43853,Department Meeting,Meetings,Academic Support,239869,21-22,DM.2021.Academic Sup
43854,Study Hall: MS,Study Hall,Study Hall -49,251332,21-22,965000-49
43855,Lunch Spring,Lunch,Lunch/Recess,249548,21-22,ms.lunch21
43856,Department Meeting,Meetings,Modern Language Department Meeting,22621,21-22,DM.2021.ModLang
43857,Department Meeting,Meetings,Department Heads Meeting,22622,21-22,DM.2021.DHeads
43858,Achieve Pride,Core,Pride 12,"",21-22,Pride12
43859,Achieve Pride,Core,Pride 13,"",21-22,Pride13
43860,Department Meeting,Meetings,Deans Meeting,21887,21-22,DM.2021.Deans
43879,Advisor Meeting,Advisory,MS Advisor Meeting,240048,21-22,adv.2021.ascotthiser
43880,Advisor Meeting,Advisory,MS Advisor Meeting,15496,21-22,adv.2021.caverill
43881,Advisor Meeting,Advisory,MS Advisor Meeting,18274,21-22,adv.2021.cbrodie
43882,Advisor Meeting,Advisory,MS Advisor Meeting,24063,21-22,adv.2021.cfinley
43883,Advisor Meeting,Advisory,MS Advisor Meeting,239644,21-22,adv.2021.cgeneus
43884,Advisor Meeting,Advisory,MS Advisor Meeting,25124,21-22,adv.2021.ckershaw
43885,Advisor Meeting,Advisory,MS Advisor Meeting,24075,21-22,adv.2021.mglenn
43886,Advisor Meeting,Advisory,MS Advisor Meeting,21899,21-22,adv.2021.mpascal
43887,Advisor Meeting,Advisory,MS Advisor Meeting,24252,21-22,adv.2021.rcampbell-m
43888,Advisor Meeting,Advisory,MS Advisor Meeting,19441,21-22,adv.2021.sharthun
43889,Advisor Meeting,Advisory,MS Advisor Meeting,263791,21-22,adv.2021.tforteith
43890,Advisor Meeting,Advisory,MS Advisor Meeting,26512,21-22,Adv.2021.jhamilton
43891,Advisor Meeting,Advisory,MS Advisor Meeting,249548,21-22,adv.2021.dallard
43892,Advisor Meeting,Advisory,MS Advisor Meeting,240049,21-22,adv.2021.dreid
43893,Advisor Meeting,Advisory,MS Advisor Meeting,23369,21-22,adv.2021.eosifo
43894,Advisor Meeting,Advisory,MS Advisor Meeting,24943,21-22,adv.2021.jgifford
43895,Advisor Meeting,Advisory,MS Advisor Meeting,20012,21-22,adv.2021.lbababekov
43896,Advisor Meeting,Advisory,MS Advisor Meeting,21658,21-22,adv.2021.loconnor
43897,Advisor Meeting,Advisory,MS Advisor Meeting,25139,21-22,adv.2021.mlyons
43898,Advisor Meeting,Advisory,MS Advisor Meeting,240485,21-22,adv.2021.ehartford
43899,Study Hall - Fall,Study Hall,Study Hall - Fall,18027,21-22,963000-S1-42
43900,Study Hall - Fall,Study Hall,Study Hall - Fall,21839,21-22,963000-S1-43
43901,Study Hall - Fall,Study Hall,Study Hall - Fall,17987,21-22,963000-S1-44
43902,Study Hall - Fall,Study Hall,Study Hall - Fall,23175,21-22,963000-S1-45
43903,Spanish III,US: Modern Languages,Spanish III - 4,24558,21-22,503001-4
43904,Assembly,Assembly,Long Assembly,"",21-22,long.assembly.2021
43905,Mentor Lunch,Lunch,MS Mentor Lunch,"",21-22,ms.mentorlunch1
43908,R-Block,Study Hall,Extra Help,24063,21-22,966000-3
43920,Department Meeting,Meetings,Student Counseling and Health ,26512,21-22,DM.2021.CounselHealt
43936,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Downing
43937,Admission Interview,Admissions: Tours/Interviews,Admission Interview,239353,21-22,int.2021.harris1
43938,Admission Interview,Admissions: Tours/Interviews,Admission Interview,239468,21-22,int.2021.boulay
43939,Admission Interview,Admissions: Tours/Interviews,Admission Interview,251332,21-22,int.2021.kalombo
43940,Admission Interview,Admissions: Tours/Interviews,Admission Interview,26514,21-22,int.2021.hines
43941,Admission Interview,Admissions: Tours/Interviews,Admission Interview,25124,21-22,int.2021.kershaw
43942,Admission Interview,Admissions: Tours/Interviews,Admission Interview,13260,21-22,int.2021.asnis
43943,Admission Interview,Admissions: Tours/Interviews,Admission Interview,19638,21-22,int.2021.velazquez
43944,Admission Interview,Admissions: Tours/Interviews,Admission Interview,18136,21-22,int.2021.seck
43945,Admission Interview,Admissions: Tours/Interviews,Admission Interview,21865,21-22,int.2021.kinard
43946,Admission Interview,Admissions: Tours/Interviews,Admission Interview,18027,21-22,int.2021.carlson
43947,Admission Interview,Admissions: Tours/Interviews,Admission Interview,21899,21-22,int.2021.pascal
43948,Admission Interview,Admissions: Tours/Interviews,Admission Interview,16023,21-22,int.2021.day
43949,Admission Interview,Admissions: Tours/Interviews,Admission Interview,24243,21-22,int.2021.danhof
43950,Admission Interview,Admissions: Tours/Interviews,Admission Interview,249548,21-22,int.2021.young
43951,Admission Interview,Admissions: Tours/Interviews,Admission Interview,23369,21-22,int.2021.osifo
43952,Admission Interview,Admissions: Tours/Interviews,Admission Interview,24075,21-22,int.2021.glenn
43962,Admission Interview,Admissions: Tours/Interviews,Admission Interview,21865,21-22,int.2021.kinard1
43974,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2019.Lyons1
43975,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Mendez1
43976,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2019.Janower1
43977,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Ndukwe1
43978,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Liu
43979,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Clarke
43980,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Murray
43981,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Cadigan
43982,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Frankel
43983,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.guerra
43984,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.o'leary
43985,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Davis
43986,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Skelly
43987,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Feinberg
43988,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Doherty
43989,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Fiorella
43990,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Delva
43991,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Power
43992,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.MacDonald
43994,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.DowningL
43995,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Epker
43996,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.connors
43997,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Rodriguez
43998,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Janfaza
43999,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Tabakh
44000,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Ismail
44001,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.O'Connor
44002,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Balu
44003,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2019.Ensley
44004,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Verma
44005,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Morrison
44006,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Friedman
44007,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.RobertsA
44008,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.BinaA
44009,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Gray
44010,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Menon
44011,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.CaiA
44012,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.GuoA
44013,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.woods
44014,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Baez
44015,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Feng
44016,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.WangA
44017,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.KimA
44018,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Kocher
44019,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Neal
44020,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Monahan
44021,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Gliklich
44022,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.MacDonaldB
44023,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Manning
44024,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Driscoll
44025,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.FitzMaurice
44026,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Charron
44027,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Cowperthwai
44029,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Cerruti
44030,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Hodi
44031,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Jennings
44032,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Bartel
44033,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Cheng
44034,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.HarrisC
44035,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Hayward
44036,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Ward
44037,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Tillen
44038,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.O'ConnorC
44040,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.GrayD
44041,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.ZhangD
44042,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Gates
44043,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Wendlandt
44044,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Batchelder
44045,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Teplow
44046,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Gavin
44047,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Mabardy
44048,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.ZhangE
44049,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.McNealy
44050,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.O'KeefeF
44051,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Ellia
44052,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.McSweeney
44053,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.PetersH
44054,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Dolgoff
44055,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.TweedyH
44056,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Kolovos
44057,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.BellaFynn
44058,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Lapsley
44059,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Griswold
44060,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.JohnRyan
44061,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Duggan
44062,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Gangi
44063,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.LevineJ
44064,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Durfee
44065,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Higgins
44066,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.KajsaH
44067,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.JenningsK
44068,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.WeiK
44069,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Cheung
44070,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.YoungL
44071,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.penzone
44072,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Popeo
44073,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Saunders
44074,Assembly,Assembly,Community Time,"",21-22,CommunityTime
44075,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.gibbons
44076,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.seeman
44077,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Gatnik
44079,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.MacDonaldM
44080,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Shaer
44081,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.DuBoisM
44082,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Loose
44083,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Daniello
44084,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.vernazza
44085,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Loeber
44086,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Alpers
44087,Admission Tour/Interview,Admissions: Tours/Interviews,Admission Tour - 1,"",21-22,Adm.2021.Hughes
