Enrollment ID,Internal Class ID,STUDENT: Person ID
91141,41501,90616
164789,43100,231216
221130,44732,231320
164750,43100,230902
408240,49627,231113
91139,41501,15910
91138,41501,12826
43922,35030,10796
39602,35030,10766
40796,35030,10752
39477,35030,10814
44913,35030,10826
60201,38818,10824
59474,38818,10703
44321,35030,10478
39984,35030,10448
58241,38818,10446
45150,35030,10368
57806,38818,10382
57867,38818,10386
57849,38819,10385
59004,38819,10619
64957,38819,10803
91150,41502,13419
60379,38819,12790
91149,41502,12792
91151,41502,13423
91152,41502,15915
91153,41502,16589
62425,38819,230312
62502,38819,230394
62047,38819,89830
62360,38819,92585
109899,41502,19313
223489,46872,252184
223704,46872,254375
91158,41502,248549
91157,41502,245685
223071,46872,244705
91156,41502,244515
222496,46872,241671
222127,46872,239089
91154,41502,240663
222193,46872,240511
222860,46872,243356
222790,46872,242947
91155,41502,242665
231961,46872,241802
222032,46872,238500
221410,46872,235052
63153,38819,234732
221612,46872,235273
165236,43103,235259
165598,43103,238376
165508,43103,237175
91164,41503,236595
91165,41503,236717
169953,43103,241790
222545,44733,241938
91168,41503,242000
225436,44733,242705
222845,44733,243314
91170,41503,243556
222924,44733,243639
91166,41503,240472
91167,41503,241503
222387,44733,241166
222964,44733,243800
167414,43103,243949
223286,44733,250606
166278,43103,250204
166259,43103,250154
321240,47779,251336
166597,43103,254366
166378,43103,251656
166390,43103,251689
321241,47779,252520
321242,47779,252692
166656,43103,255098
166775,43103,256424
410436,49628,265484
224226,44733,265407
410194,49628,263021
224085,44733,264231
410251,49628,264273
224159,44733,264977
224554,44733,268825
224483,44733,268079
410782,49628,267298
224262,44733,265711
410484,49628,265617
410604,49628,266083
224414,44733,267166
417753,49628,266697
410666,49628,266604
321246,47779,284915
321247,47779,284921
321250,47779,284959
321248,47779,284928
321249,47779,284945
412000,49628,286581
412296,49628,286658
412387,49628,286675
413223,49628,284663
321243,47779,270836
321244,47779,271467
321245,47779,284567
412638,49628,287154
412478,49628,286713
412497,49628,286720
91163,41503,230755
321239,47779,230760
164887,43103,231324
164828,43103,231303
41144,35031,16650
42571,35031,15852
43151,35031,15854
91160,41503,17421
40766,35031,13234
39607,35031,15012
43118,35031,10816
41948,35031,10546
43523,35031,10664
44833,35031,10699
44169,35031,10374
39513,35031,10373
40377,35031,10366
39660,35031,10228
58487,38820,10488
58664,38820,10503
61077,38820,15964
64965,38820,15093
62743,38820,231307
62375,38820,92602
62112,38820,90752
61934,38820,88627
61823,38820,20356
63636,38820,236629
63133,38820,234730
63006,38820,234533
221640,44734,235285
165296,43104,235282
321252,47780,235185
165145,43104,235218
165526,43104,237312
165627,43104,238487
91178,41504,241165
222111,44734,239021
222934,44734,243691
112748,41504,242853
222592,44734,242330
224804,44734,266610
321261,47780,267231
410593,49629,266037
410549,49629,265955
410821,49629,267610
410870,49629,267838
417612,49629,269098
224627,44734,269880
224171,44734,264998
224833,44734,264290
410445,49629,265506
224238,44734,265412
321260,47780,256848
321259,47780,255220
321255,47780,252740
321256,47780,252908
223418,44734,251675
168858,43104,252213
166576,43104,254222
321258,47780,254056
166608,43104,254454
321257,47780,253543
166528,43104,253267
224803,44734,251194
166317,43104,250950
172690,43104,250042
321254,47780,250028
166239,43104,250005
91181,41504,248498
223163,44734,245948
223007,44734,244114
223026,44734,244260
91180,41504,244182
166144,43104,244647
411255,49629,284526
411186,49629,271732
420495,49629,284685
413222,49629,284628
412137,49629,286621
420199,49629,286631
321264,47780,284946
326300,47780,284942
321265,47780,284961
411486,49629,284905
321263,47780,284896
321262,47780,284894
164409,43104,90200
109817,41504,91801
164760,43104,231191
321251,47780,230702
91177,41504,230701
164636,43104,230300
91174,41504,15087
91173,41504,15084
40680,35032,15913
91175,41504,17412
91176,41504,17473
40351,35032,17475
41322,35032,10532
39878,35032,10528
44970,35032,10372
41795,35032,10183
42901,35032,10700
46095,35032,10652
45578,35032,10650
41013,35032,10661
91171,41504,12530
43888,35032,12785
44700,35032,10797
91172,41504,15082
64964,38821,10765
60242,38821,12528
60065,38821,10812
58944,38821,10555
59571,38821,10712
57788,38821,10381
57972,38821,10397
58456,38821,10486
62556,38821,230853
62324,38821,92476
62009,38821,89467
64204,38821,238526
63511,38821,235270
91186,41505,236764
91185,41505,236687
91187,41505,241164
91188,41505,243432
322769,48573,244374
322770,48573,245959
322773,48573,253089
322771,48573,251915
410309,49630,264979
410989,49630,269387
322774,48573,268538
410861,49630,267817
323301,48573,267742
410896,49630,268221
410832,49630,267622
410801,49630,267536
410578,49630,266031
410712,49630,266989
322777,48573,284893
322778,48573,284904
322776,48573,284889
322780,48573,284923
322779,48573,284909
411687,49630,284941
417611,49630,286672
412287,49630,286657
412267,49630,286650
411969,49630,286572
411246,49630,284525
412438,49630,286705
91184,41505,20358
41427,35033,17478
44521,35033,17413
41544,35033,17409
45377,35033,17403
91183,41505,15847
44163,35033,16651
40420,35033,16652
45012,35033,16596
40196,35033,10090
44218,35033,10554
43122,35033,12788
91182,41505,13433
60645,38822,13433
60403,38822,12792
60432,38822,12826
60514,38822,13423
43742,35034,10619
39746,35034,10703
46297,35034,10815
60262,38822,12530
40144,35034,10765
44616,35034,10763
45576,35034,10542
41802,35034,10491
46181,35034,10381
43075,35034,10386
44859,35034,10383
61088,38822,16589
60988,38822,15910
60734,38822,15084
65703,38822,15087
61359,38822,17406
61447,38822,17412
61841,38822,20358
61784,38822,19313
61714,38822,19308
95379,41830,90200
62147,38822,90870
95381,41830,230862
106339,41830,230902
95383,41830,231303
95382,41830,231223
340785,50363,286695
340844,50363,286735
276913,48330,284526
235345,48330,284525
354050,50363,284521
235332,48330,284522
354045,50363,279544
340278,50363,284621
235268,48330,271732
340311,50363,284625
340386,50363,284642
235739,48330,284685
340900,50363,284683
343998,50363,284667
367219,50363,284659
340490,50363,284661
419092,50363,286599
340591,50363,285195
184242,46641,266914
235060,48330,266037
235138,48330,267536
235163,48330,267693
235220,48330,269387
235212,48330,269098
234985,48330,265506
183970,46641,257231
183941,46641,256077
183740,46641,251915
131430,42690,251626
183785,46641,252740
183748,46641,252461
183814,46641,253089
183839,46641,253543
131431,42690,253976
183870,46641,254056
183639,46641,245959
131429,42690,251194
131428,42690,243800
131427,42690,243639
131426,42690,242947
168376,42690,242333
131423,42690,242074
131422,42690,241938
131421,42690,241802
131424,42690,242428
131419,42690,241158
131420,42690,241179
131418,42690,239089
95387,41830,236682
95388,41830,236704
106340,41830,236767
95386,41830,236644
131417,42690,238500
95390,41830,238376
95392,41830,238487
106341,41830,238388
95389,41830,238178
95384,41830,235258
95385,41830,235282
95260,41819,235280
95259,41819,235259
95258,41819,235218
95257,41819,231433
95256,41819,231431
95255,41819,231416
131433,42691,235052
106343,41819,238519
95261,41819,236750
95263,41819,240789
131434,42691,240773
131435,42691,241391
131439,42691,242439
168374,42691,242705
131436,42691,241870
131437,42691,242330
131440,42691,243314
131441,42691,244114
95265,41819,243949
131442,42691,244260
183622,46642,244374
183659,46642,250336
183756,46642,252520
183804,46642,252908
183960,46642,256848
183952,46642,256567
183926,46642,255220
234917,48331,265230
234899,48331,264979
234891,48331,264273
235146,48331,267610
235196,48331,268221
235179,48331,267817
235186,48331,267838
235050,48331,266031
258731,48331,265955
235010,48331,265617
235020,48331,265847
276914,48331,266697
354110,50364,284924
340516,50364,284666
340509,50364,284665
340563,50364,284682
354108,50364,284671
340394,50364,284643
340422,50364,284647
340452,50364,284651
340362,50364,284639
184453,46642,272050
235245,48331,271310
340287,50364,284622
340240,50364,284609
340195,50364,276298
95254,41819,231324
95252,41819,230300
183476,46642,230702
62518,38823,230755
131432,42691,92485
62243,38823,91801
106342,41819,91563
61611,38823,17473
60766,38823,15086
61061,38823,15916
61043,38823,15915
60881,38823,15847
65706,38823,16590
61198,38823,16597
41209,35035,10385
42423,35035,10397
45677,35035,10503
42375,35035,10497
40897,35035,10488
41453,35035,10447
60290,38823,12783
43897,35035,10817
43438,35035,10812
43484,35035,10712
60540,38823,13425
60703,38823,15082
39430,35036,10555
46006,35036,10824
44556,35036,10775
39574,35036,10446
41435,35036,10486
40323,35036,10382
44834,35036,15093
43716,35036,15089
44119,35036,17418
183494,46643,231113
183485,46643,230760
40170,35036,20356
340188,50365,273618
340210,50365,284509
340216,50365,284510
350070,50365,284618
340354,50365,284636
340369,50365,284640
340303,50365,284624
340294,50365,284623
235459,48332,284628
344000,50365,284646
367221,50365,284648
340401,50365,284644
235651,48332,284663
340468,50365,284653
235094,48332,266604
235108,48332,266989
235068,48332,266083
235155,48332,267622
235125,48332,267298
234885,48332,263021
234943,48332,265410
183935,46643,255447
183776,46643,252692
131976,43621,252184
183829,46643,253384
183648,46643,250028
183702,46643,251336
131974,43621,244705
131975,43621,245920
131972,43621,243356
131973,43621,243691
131971,43621,243163
131970,43621,241670
131969,43621,241004
131968,43621,240608
131967,43621,240511
131966,43621,240393
183556,46643,235595
183545,46643,231951
62949,38824,231416
62968,38824,231431
63321,38824,235218
63463,38824,235259
63545,38824,235280
63575,38824,235282
63892,38824,236767
64185,38824,238519
64115,38824,238487
64060,38824,238376
95267,41820,240511
95268,41820,240608
95266,41820,239089
95269,41820,241004
95270,41820,241391
95275,41820,243691
95271,41820,242074
95274,41820,242705
95273,41820,242439
95272,41820,242428
95276,41820,244705
131447,42692,251336
131446,42692,250336
131445,42692,245959
131451,42692,253089
131452,42692,253543
131453,42692,254056
131448,42692,251915
131449,42692,252520
131450,42692,252692
131455,42692,256567
131456,42692,256848
131457,42692,257231
131454,42692,256077
184095,46644,265506
184018,46644,265230
183991,46644,264273
184269,46644,267298
184314,46644,267693
184303,46644,267622
184342,46644,267838
184333,46644,267817
184352,46644,268221
184380,46644,269387
184180,46644,266037
184143,46644,265955
184170,46644,266031
184133,46644,265847
184261,46644,267291
235611,48333,284653
235634,48333,284661
235675,48333,284667
235722,48333,284682
235539,48333,284644
235467,48333,284629
235499,48333,284639
235491,48333,284636
235419,48333,284622
235371,48333,284609
235308,48333,284510
235300,48333,284509
235747,48333,284924
340605,50366,286553
340645,50366,286588
340725,50366,286647
340700,50366,286634
340877,50366,287196
340771,50366,286687
340815,50366,286717
340803,50366,286710
340892,50366,287313
45022,35037,19313
131444,42692,230760
62580,38824,230862
131443,42692,230702
62823,38824,231324
62678,38824,231223
62708,38824,231303
46040,35037,15084
43659,35037,15847
45797,35037,15915
40118,35037,15910
43839,35037,12530
40950,35037,12783
40033,35037,13424
42812,35037,13425
41543,35037,13433
40849,35037,12826
42548,35037,12792
45078,35038,13423
39512,35038,15082
46161,35038,15916
44667,35038,15085
42135,35038,15086
39965,35038,15087
39966,35038,16597
42759,35038,16658
40686,35038,16590
41204,35038,16589
45903,35038,17412
42666,35038,17406
40032,35038,17473
62407,38825,230300
131458,42693,231113
62615,38825,230902
64297,38825,91563
95277,41821,92485
62307,38825,92228
62083,38825,90200
40404,35038,19308
45857,35038,20358
340820,50367,286718
340776,50367,286689
340781,50367,286691
340862,50367,287152
340705,50367,286635
340685,50367,286618
340730,50367,286648
340745,50367,286656
340665,50367,286603
340640,50367,286583
235755,48334,285195
235292,48334,279544
235284,48334,276298
235324,48334,284521
235427,48334,284623
184418,46645,271310
184445,46645,271732
235507,48334,284640
235435,48334,284624
235443,48334,284625
235571,48334,284648
235563,48334,284647
323643,48334,284683
235667,48334,284666
235626,48334,284659
184250,46645,266989
184218,46645,266604
184234,46645,266697
184207,46645,266344
184123,46645,265617
184190,46645,266083
184372,46645,269098
184323,46645,267742
184296,46645,267610
184285,46645,267536
183998,46645,264979
183980,46645,263021
184047,46645,265410
131469,42693,255447
131468,42693,255220
131464,42693,252461
131465,42693,252740
131466,42693,252908
131467,42693,253384
131463,42693,250028
95286,41821,245920
131462,42693,245729
131461,42693,244374
95283,41821,242333
95281,41821,241870
95282,41821,241938
95285,41821,243356
95284,41821,242947
112739,41821,241670
95280,41821,241179
95279,41821,241158
64041,38825,238369
64097,38825,238388
64007,38825,238178
63856,38825,236750
63786,38825,236704
63758,38825,236682
131460,42693,235595
63652,38825,236644
63446,38825,235258
62987,38825,231433
131459,42693,231951
95278,41821,235052
95287,41822,238500
95289,41822,240773
95288,41822,240393
95292,41822,243163
95293,41822,243314
95294,41822,243639
95290,41822,241802
95291,41822,242330
95297,41822,244260
95296,41822,244114
95295,41822,243800
235662,48554,284665
235694,48554,284671
235598,48554,284651
235558,48554,284646
235534,48554,284643
235526,48554,284642
235414,48554,284621
235398,48554,284618
235279,48554,273618
340625,50368,286559
340600,50368,286548
340655,50368,286601
340680,50368,286614
340690,50368,286627
340882,50368,287198
340872,50368,287182
340835,50368,286732
340766,50368,286686
340793,50368,286699
409443,49631,250948
409601,49631,251786
321270,47781,252117
410101,49631,255655
410148,49631,256389
418844,49631,238195
221282,44735,234695
220525,44735,89700
321269,47781,90991
321268,47781,17405
61504,38826,17417
321266,47781,13421
321267,47781,13426
43801,35039,10806
91194,41506,10819
91193,41506,10708
91191,41506,10393
162723,43108,10431
58429,38826,10482
91192,41506,10444
162903,43108,10529
91189,41506,10087
56747,38826,10108
43004,35039,10148
44715,35039,10031
56425,38826,10022
57104,38826,10201
91190,41506,10308
57442,38827,10302
91086,41495,10213
91085,41495,10169
56946,38827,10164
91083,41495,10036
91084,41495,10076
56816,38827,10118
56785,38827,10114
56775,38827,10113
91089,41495,10541
162862,43109,10496
219686,44736,10493
58117,38827,10434
162794,43109,10476
162682,43109,10391
57944,38827,10392
162639,43109,10377
91088,41495,10367
91087,41495,10361
219838,44736,10669
60010,38827,10807
321271,47782,12784
91090,41495,10760
163495,43109,13301
164096,43109,17420
220337,44736,17424
164027,43109,17409
321272,47782,17468
164161,43109,17476
163885,43109,16595
220652,44736,91161
321275,47782,90762
164819,43109,231300
408353,49632,231342
321273,47782,19309
321274,47782,19312
221368,44736,234764
408474,49632,235228
221516,44736,235235
408796,49632,238492
221895,44736,237357
408607,49632,236676
321279,47782,242755
321276,47782,240535
222101,44736,238567
321278,47782,240997
321277,47782,240875
410108,49632,255879
223984,44736,256990
410730,49632,267103
409617,49632,252008
321280,47782,245719
40698,35040,10333
45434,35040,10331
43351,35040,10106
42843,35040,10104
43994,35040,10085
40879,35040,10150
45433,35040,10037
42409,35040,10216
40882,35040,10307
40272,35040,10271
39461,35040,10238
44066,35040,10239
408279,50573,231219
409347,50573,249902
409690,50573,252524
408788,50573,238488
408460,50573,235213
411199,50573,271809
411104,49633,270799
411285,49633,284569
321282,47783,235241
321283,47783,235254
165094,43110,234785
165011,43110,234695
408427,49633,231899
325940,47783,238195
409008,49633,241554
321284,47783,242848
409707,49633,252603
321287,47783,251786
223473,44737,252117
409919,49633,254289
321285,47783,250948
321286,47783,251233
223078,44737,244931
222956,44737,243731
410620,49633,266275
410542,49633,265921
410813,49633,267608
411051,49633,270264
321289,47783,256389
321288,47783,255655
410004,49633,254659
410214,49633,263921
410292,49633,264976
410283,49633,264975
410242,49633,264258
321281,47783,231401
164385,43110,89700
164400,43110,90030
220459,44737,88408
220642,44737,90991
220361,44737,17505
220276,44737,17405
163988,43110,17404
45344,35041,17417
57476,38828,10308
57141,38828,10214
40117,35041,10201
42414,35041,10162
42342,35041,10022
39843,35041,10075
56626,38828,10073
45979,35041,10045
56684,38828,10087
56723,38828,10091
40805,35041,10108
57956,38828,10393
44391,35041,10482
58399,38828,10479
58223,38828,10444
91092,41496,10529
91093,41496,12789
220082,44737,13426
220090,44737,13427
220055,44737,13421
59794,38828,10760
60166,38828,10819
60157,38828,10818
59546,38828,10708
162991,43110,10617
59070,38828,10647
163113,43111,10669
39726,35042,10807
220016,44738,12784
91100,41497,12529
91103,41497,13422
163569,43111,13428
91102,41497,13301
91101,41497,12793
58849,38829,10541
162849,43111,10493
91098,41497,10496
91099,41497,10501
42056,35042,10434
91097,41497,10476
46056,35042,10392
91096,41497,10391
162672,43111,10390
91095,41497,10377
57635,38829,10361
57671,38829,10367
40133,35042,10114
42490,35042,10118
56645,38829,10076
56476,38829,10036
46258,35042,10164
56975,38829,10169
57133,38829,10213
168002,43111,10229
45120,35042,10302
44433,35042,10298
91105,41497,17420
164119,43111,17424
91106,41497,17476
91104,41497,16595
164476,43111,91161
220602,44738,90762
164870,43111,231318
91107,41497,231300
220392,44738,19312
220374,44738,19309
410027,49634,255148
321295,47784,255879
166803,43111,256990
410162,49634,256618
416090,49634,266102
410534,49634,265907
321296,47784,267103
223146,44738,245719
409806,49634,253381
321294,47784,252524
222741,44738,242755
409141,49634,242860
409063,49634,241995
409109,49634,242588
408979,49634,241272
222435,44738,241344
222275,44738,240875
222311,44738,240997
165708,43111,238567
321293,47784,238566
222200,44738,240535
408880,49634,240373
321292,47784,238488
165538,43111,237357
321291,47784,237236
408630,49634,236708
165080,43111,234764
165180,43111,235235
321290,47784,235213
224762,44738,271809
322764,48571,235228
322765,48571,236676
322766,48571,238492
322768,48571,252008
322767,48571,249902
322762,48571,231219
322763,48571,231342
221184,44739,231401
164673,43112,230393
91116,41498,90030
97574,41498,89700
91115,41498,89229
91114,41498,89093
164334,43112,88188
164470,43112,90991
91113,41498,17470
164183,43112,17505
163993,43112,17405
61395,38830,17408
44404,35043,10308
42713,35043,10214
42588,35043,10171
40910,35043,10091
57521,38830,10320
45865,35043,10393
58086,38830,10431
42081,35043,10444
58206,38830,10442
44133,35043,10496
91108,41498,10498
58709,38830,10529
60370,38830,12789
163559,43112,13427
163553,43112,13426
163521,43112,13421
91111,41498,13442
91110,41498,10670
45246,35043,10709
45844,35043,10647
59078,38830,10649
91109,41498,10617
59022,38830,10625
58909,38830,10550
223352,44739,251233
223308,44739,250948
409453,49636,250984
166152,43112,244931
166102,43112,243731
223439,44739,251786
171091,43112,252117
321299,47785,252603
321300,47785,254289
321307,47785,266275
321306,47785,265921
321309,47785,270264
321308,47785,267608
224003,44739,257198
223894,44739,256259
223928,44739,256389
321301,47785,254659
223838,44739,255655
321303,47785,264258
321305,47785,264976
321304,47785,264975
410273,49636,264957
321302,47785,263921
165451,43112,236712
165465,43112,236721
221727,44739,236658
91119,41498,235289
408582,49636,235603
221535,44739,235241
221546,44739,235254
165271,43112,235272
91118,41498,234785
321297,47785,231899
91117,41498,234695
222143,44739,239989
321298,47785,241554
222651,44739,242448
222720,44739,242710
222749,44739,242848
409205,49636,243393
411169,49636,271647
321310,47785,270799
321311,47785,284569
411494,49636,284906
411666,49636,284936
411820,49636,284966
411618,50306,284926
411566,50306,284917
416106,50306,284918
411378,50306,284886
411351,50306,284879
411010,50306,269581
43668,35044,10708
39508,35044,10818
45427,35044,10819
44215,35044,10760
39733,35044,10747
39990,35044,10479
40934,35044,10087
44538,35044,10124
39838,35044,10182
408253,50306,231153
62697,38831,231300
61530,38831,17420
61649,38831,17476
61178,38831,16595
57214,38831,10229
58363,38831,10476
58624,38831,10498
58639,38831,10501
57928,38831,10391
57756,38831,10377
60251,38831,12529
60503,38831,13422
60421,38831,12793
60458,38831,13301
91123,41499,13428
163396,43113,12784
43390,35045,10820
91122,41499,10669
91120,41499,10390
43706,35045,10367
40070,35045,10361
91121,41499,10493
40411,35045,10541
42259,35045,10213
44879,35045,10169
45771,35045,10036
40535,35045,10076
164128,43113,17468
91125,41499,17424
91124,41499,17409
408301,49637,231275
408292,49637,231274
221055,44740,231219
221164,44740,231342
91128,41499,231318
91127,41499,91161
164338,43113,88408
164430,43113,90762
164209,43113,19309
164232,43113,19312
321322,47786,265907
410525,49637,265856
321323,47786,266102
224403,44740,267103
410089,49637,255647
321320,47786,255148
223870,44740,255879
321321,47786,256618
409898,49637,254211
321319,47786,253381
409861,49637,253881
409711,49637,252646
223517,44740,252524
223452,44740,252008
166193,43113,245719
223205,44740,249902
321318,47786,242860
165990,43113,242755
321317,47786,242588
321316,47786,241995
165887,43113,241344
321315,47786,241272
165827,43113,240997
165798,43113,240875
408844,49637,238823
91132,41499,238567
222087,44740,238566
321314,47786,240373
165756,43113,240535
408408,49637,231772
91129,41499,234764
221493,44740,235228
91130,41499,235235
221449,44740,235213
321312,47786,236708
221749,44740,236676
222006,44740,238488
222016,44740,238492
221875,44740,237236
91131,41499,237357
411356,49637,284883
411365,49637,284885
421027,49637,284892
411588,49637,284920
419096,49637,286570
412031,49638,286589
418924,49638,286591
412236,49638,286640
321325,47787,284938
321326,47787,284941
321328,47787,284951
321327,47787,284950
224741,44741,271647
413235,49638,286702
412580,49638,286741
63803,38832,236712
63836,38832,236721
91133,41500,236658
63529,38832,235272
91134,41500,239989
91136,41500,242710
91135,41500,242448
91137,41500,242848
166480,43114,252603
166489,43114,252816
166587,43114,254289
321324,47787,254656
166628,43114,254659
223826,44741,255647
224126,44741,264957
224284,44741,265856
224586,44741,269581
61916,38832,88188
65696,38832,230393
44638,35046,17409
49610,35046,17404
40089,35046,17470
60898,38832,15848
43472,35046,13428
43303,35046,13442
60660,38833,13442
91041,41489,13427
91040,41489,13426
40578,35047,13430
44227,35047,13422
91039,41489,13421
41691,35047,12793
39374,35047,12789
59337,38833,10670
40567,35047,10550
44455,35047,10625
58990,38833,10617
41486,35047,10649
39828,35047,10529
58558,38833,10493
44137,35047,10442
39339,35047,10320
42596,35047,10431
61591,38833,17470
39392,35047,17476
91043,41489,17505
43387,35047,17408
91042,41489,17405
43548,35047,17420
91046,41489,230393
321329,47789,231275
91044,41489,88188
61971,38833,89229
62033,38833,89700
62067,38833,90030
91045,41489,90991
321332,47789,269581
224461,44742,267608
224307,44742,265921
224341,44742,266275
224055,44742,263921
224096,44742,264258
409991,49639,254656
223731,44742,254659
166819,43116,257198
166751,43116,256259
223539,44742,252603
166401,43116,251786
409462,49639,251009
171287,43116,250948
91051,41489,244931
91050,41489,243731
165997,43116,242848
222776,44742,242860
321330,47789,243393
165726,43116,239989
91047,41489,235272
165207,43116,235241
63234,38833,234785
63057,38833,234695
165394,43116,236658
91049,41489,236721
91048,41489,236712
412536,49639,286733
412608,49639,286747
224692,44742,270799
321333,47789,284879
411743,49639,284950
411677,49639,284938
321336,47789,284936
321337,47789,284966
411752,49639,284951
321335,47789,284926
321334,47789,284892
412208,49639,286633
412126,49639,286619
412355,49639,286670
321343,47790,284886
321345,47790,284918
321344,47790,284906
328023,47790,284917
321342,47790,271647
321339,47790,235603
63609,38834,235289
63923,38834,237357
165584,43630,238195
221250,44743,231899
63201,38834,234764
165221,43630,235254
222473,44743,241554
165953,43630,242448
165981,43630,242710
324728,47790,250984
223680,44743,254289
166771,43630,256389
166726,43630,255655
224138,44743,264975
321341,47790,264957
224149,44743,264976
224648,44743,270264
62180,38834,91161
61962,38834,89093
164908,43630,231342
164935,43630,231401
321338,47790,231153
61331,38834,17404
59321,38834,10669
66293,38835,13428
57915,38835,10390
61406,38835,17409
61560,38835,17424
62788,38835,231318
64277,38835,238567
63395,38835,235235
171780,43117,235228
165117,43117,235185
165127,43117,235213
321347,47791,231772
165646,43117,238492
165638,43117,238488
165518,43117,237236
221783,44744,236708
165411,43117,236676
165694,43117,238566
321348,47791,238823
91056,41490,240535
222150,44744,240373
91055,41490,240438
110012,41490,241344
222414,44744,241272
222667,44744,242588
222554,44744,241995
222835,44744,243304
91057,41490,242755
410921,49641,268465
410627,49641,266338
224296,44744,265907
321352,47791,265856
224330,44744,266102
410414,49641,265418
326444,47791,255647
223774,44744,255148
171293,43117,255879
223971,44744,256618
321351,47791,254211
409963,49641,254473
321350,47791,253881
223606,44744,253381
170761,43117,252008
321349,47791,252646
166459,43117,252524
171290,43117,249902
91058,41490,245719
321356,47791,284920
321354,47791,284885
321353,47791,284883
412335,49641,286665
412148,49641,286623
412218,49641,286637
412020,49641,286584
412468,49641,286711
164797,43117,231219
321346,47791,231274
91054,41490,90762
91053,41490,19309
42700,35048,16595
41702,35048,10391
42006,35048,10377
43428,35048,10476
42609,35048,10498
39549,35048,10501
39847,35048,10539
43952,35048,10229
46190,35048,13301
91052,41490,12784
45242,35048,12529
91059,41491,17468
91060,41491,19312
91061,41491,88408
91062,41491,240875
91063,41491,240997
131472,42695,241272
131473,42695,241554
183606,46649,238823
131471,42695,240373
95304,41823,238566
131477,42695,242860
131478,42695,243304
183615,46649,243393
131474,42695,241995
131476,42695,242588
183565,46649,235603
95302,41823,238488
95303,41823,238492
183531,46649,231772
131470,42695,231899
95299,41823,235185
95300,41823,235254
95301,41823,235285
131479,42695,244594
183678,46649,250984
234868,48335,251009
183766,46649,252646
183731,46649,251784
183855,46649,253881
234875,48335,254473
183880,46649,254211
234959,48335,265418
235075,48335,266338
235204,48335,268465
340808,50369,286715
340232,50369,284608
340249,50369,284613
340271,50369,284620
340531,50369,284669
340460,50369,284652
340475,50369,284655
340378,50369,284641
340444,50369,284650
340438,50369,284649
340318,50369,284626
340347,50369,284634
62130,38836,90762
183511,46649,231274
183521,46649,231275
95298,41823,231401
183502,46649,231153
61769,38836,19312
61729,38836,19309
61574,38836,17468
44546,35049,17424
61342,38836,17405
61688,38836,17505
60308,38836,12784
39658,35049,10808
43632,35049,10669
42058,35049,10670
42820,35049,10617
60576,38836,13427
60486,38836,13421
60558,38836,13426
45582,35049,10493
41432,35049,10380
40597,35049,10390
95306,41824,231342
95305,41824,231219
95309,41824,235241
95307,41824,235213
95308,41824,235228
95311,41824,238195
95310,41824,236676
131483,42697,235603
64024,38837,238195
64152,38837,238492
64134,38837,238488
63410,38837,235241
63592,38837,235285
95182,41813,231899
95188,41813,242588
95187,41813,241999
95186,41813,241995
131485,42697,243393
95190,41813,243304
95189,41813,242860
64259,38837,238566
95183,41813,240373
131484,42697,238823
95185,41813,241554
95184,41813,241272
184366,46682,268465
184202,46682,266338
184069,46682,265418
131490,42697,254211
183902,46682,254473
131489,42697,253881
131487,42697,251784
131488,42697,252646
183689,46682,251009
131486,42697,250984
95191,41813,244594
235483,48336,284634
235515,48336,284641
235451,48336,284626
235587,48336,284650
235579,48336,284649
235619,48336,284655
235603,48336,284652
235683,48336,284669
235403,48336,284620
235379,48336,284613
235363,48336,284608
340635,50370,286578
340660,50370,286602
340615,50370,286557
340620,50370,286558
340750,50370,286663
340755,50370,286678
340740,50370,286653
340735,50370,286649
340798,50370,286707
340887,50370,287205
340830,50370,286728
340897,50370,287660
62660,38837,231219
131481,42697,231274
131482,42697,231275
62804,38837,231320
131480,42697,231153
95180,41813,230288
95181,41813,230360
40367,35050,19309
44360,35050,19312
42878,35050,17505
45583,35050,17405
42580,35050,17468
45647,35050,13426
46093,35050,13421
41400,35050,13427
42636,35050,12784
62858,38838,231342
62895,38838,231401
64240,38838,238550
63267,38838,235185
63429,38838,235254
63358,38838,235228
63284,38838,235213
63723,38838,236676
60923,38839,15850
40762,35051,10197
45500,35051,10293
40504,35051,10247
57333,38839,10270
43574,35051,10061
44745,35051,10015
44302,35052,10147
41677,35052,10245
57226,38840,10247
91065,41492,10270
57402,38840,10293
57083,38840,10197
56400,38840,10015
56555,38840,10061
91066,41492,12791
91067,41492,15850
45181,35053,15850
41497,35053,10127
40608,35053,10270
44476,35053,10262
41161,35054,10256
45453,35054,10269
57111,38841,10208
56964,38841,10168
56995,38841,10174
57039,38841,10181
68550,38841,10029
91068,41493,10423
162697,43121,10422
57616,38841,10355
162887,43121,10526
91069,41493,10437
163594,43121,13432
163013,43121,10642
59357,38841,10671
163744,43121,15848
164064,43121,17414
91070,41493,234697
408859,50325,239021
409137,50325,242754
409051,50325,241870
410348,50325,265174
408347,50325,231335
408379,49642,231409
221090,44746,231305
408268,49642,231214
408169,49642,230361
220681,44746,91243
321360,47792,91430
220744,44746,91819
164288,43122,20360
89279,41276,17414
321359,47792,17410
89278,41276,15848
163821,43122,15914
321358,47792,16900
321357,47792,16592
49506,35055,10671
89275,41276,10642
89276,41276,10773
89277,41276,13432
163578,43122,13429
163422,43122,12787
220108,44746,15081
162739,43122,10434
89274,41276,10526
40064,35055,10355
