Enrollment ID,Internal Class ID,STUDENT: Person ID
93806,41712,10770
163231,42859,10757
93798,41712,10125
93796,41712,10042
93797,41712,10076
93795,41712,10029
93799,41712,10220
162555,42859,10274
93804,41712,10445
93803,41712,10444
112758,41712,10441
93802,41712,10442
162791,42859,10476
162626,42859,10374
93801,41712,10384
109719,41712,10355
93800,41712,10310
57557,38566,10342
46074,34781,10356
57743,38566,10375
42910,34781,10378
58030,38566,10426
58008,38566,10424
39629,34781,10455
58423,38566,10482
58430,38566,10483
57377,38566,10291
40030,34781,10263
41566,34781,10246
57271,38566,10254
44359,34781,10193
57066,38566,10196
41488,34781,10172
41016,34781,10173
42493,34781,10179
46229,34781,10190
39801,34781,10192
40284,34781,10040
56426,38566,10023
40743,34781,10002
56620,38566,10073
56867,38566,10152
56877,38566,10155
56770,38566,10113
93810,41713,10039
93809,41713,10036
93811,41713,10166
93812,41713,10262
93813,41713,10271
93815,41713,10450
93816,41713,10541
93814,41713,10379
163255,42860,10797
162999,42860,10625
93817,41713,10655
163024,42860,10649
163433,42860,12789
163975,42860,17403
164021,42860,17409
93819,41713,17474
93820,41713,17475
163837,42860,15964
163911,42860,16650
163863,42860,16593
164919,42860,231374
408356,49406,231350
408318,49406,231315
408324,49406,231320
408263,49406,231214
408222,49406,230877
408492,49406,235241
408789,49406,238492
410104,49406,255879
415817,49406,255603
410735,49406,267166
415797,49406,250042
411084,49406,270565
322405,48506,267294
322403,48506,256335
322404,48506,257179
322402,48506,243558
325362,48506,242368
322401,48506,242665
322400,48506,242000
322397,48506,20358
322396,48506,15847
322395,48506,12786
324629,48506,13423
325012,48506,12783
60228,38567,10826
59759,38567,10756
59675,38567,10748
59065,38567,10647
59116,38567,10653
59385,38567,10695
42186,34782,10358
43488,34782,10353
39311,34782,10354
45549,34782,10364
57576,38567,10346
40646,34782,10309
58349,38567,10475
39753,34782,10285
57436,38567,10302
41262,34782,10268
43815,34782,10241
56940,38567,10164
43874,34782,10184
57087,38567,10199
42988,34782,10037
44786,34782,10077
56559,38567,10062
44357,34782,10106
56740,38567,10108
45586,34782,10084
56728,38567,10092
49832,34782,10151
162812,43585,10480
162568,43585,10321
162716,43585,10429
162725,43585,10431
163369,43585,12529
163515,43585,13420
163505,43585,13419
163773,43585,15852
170932,43585,16596
163936,43585,16652
171184,43585,17421
164057,43585,17413
164299,43585,20361
165255,43585,235269
42352,34783,10556
44365,34783,10313
42553,34783,10333
40430,34783,10331
52961,34783,10328
44522,34783,10330
41383,34783,10041
40326,34783,10217
39834,34783,10172
45186,34783,10246
43388,34783,10266
42819,34783,10287
44928,34783,10275
408129,49407,90200
419126,49407,231433
408762,49407,238388
408643,49407,236753
408596,49407,236648
408561,49407,235519
415915,49407,256389
411012,49407,269584
409373,49407,250154
409513,49407,251421
409445,49407,250950
409941,49407,254454
223171,44517,248417
221680,44517,236629
93834,41714,237311
221349,44517,234761
222096,44517,238567
220491,44517,89435
220738,44517,91819
220777,44517,92207
220971,44517,230853
93833,41714,230855
220909,44517,230393
164767,42861,231213
164945,42861,231414
220333,44517,17424
164088,42861,17420
163919,42861,16651
163707,42861,15091
93828,41714,10267
93829,41714,10270
162537,42861,10225
93827,41714,10213
93821,41714,10034
162520,42861,10046
93826,41714,10124
93825,41714,10121
93824,41714,10089
93822,41714,10081
93823,41714,10086
219528,44517,10383
93830,41714,10443
162891,42861,10528
162906,42861,10532
219659,44517,10489
162857,42861,10496
93831,41714,10667
227694,44517,10662
163298,42861,10804
93832,41714,10811
219953,44517,10812
219974,44517,10816
163274,42861,10799
318824,47559,15915
318827,47559,91240
318828,47559,91381
318829,47559,91430
318825,47559,19310
318826,47559,19313
318832,47559,241172
318833,47559,241344
318834,47559,242530
318835,47559,242755
318836,47559,242850
318830,47559,236658
324961,47559,236595
318837,47559,245143
318838,47559,269948
63992,38568,237761
59888,38568,10771
59696,38568,10750
59706,38568,10751
40483,34784,10809
59398,38568,10696
44070,34784,10549
58103,38568,10433
58072,38568,10430
56810,38568,10118
46167,34784,10126
45442,34784,10150
45796,34784,10138
39372,34784,10080
56598,38568,10070
40877,34784,10009
39615,34784,10014
65944,38568,10226
42321,34784,10215
41296,34784,10191
65911,38568,10251
40583,34784,10275
42521,34784,10286
44416,34784,10283
57446,38568,10303
57397,38568,10293
57405,38568,10296
219576,46781,10397
227684,46781,10486
219708,46781,10503
219830,46781,10668
219858,46781,10703
220855,46781,225001
220513,46781,89467
220530,46781,89700
221700,46781,236645
221809,46781,236717
221295,46781,234697
221303,46781,234699
221285,46781,234695
221265,46781,234533
229775,46781,234539
324867,47560,243558
318847,47560,242368
318846,47560,240454
318844,47560,19312
318841,47560,15086
318843,47560,17411
318839,47560,12826
318840,47560,13421
49769,34785,10331
43552,34785,10334
39769,34785,10245
40224,34785,10240
42004,34785,10223
41623,34785,10211
44586,34785,10210
40618,34785,10195
42767,34785,10033
44052,34785,10075
39721,34785,10145
44545,34785,10130
40152,34785,10100
89319,41281,10038
89320,41281,10176
89323,41281,10362
89325,41281,10392
89324,41281,10388
89326,41281,10492
89330,41281,10702
89328,41281,10545
89329,41281,10659
89331,41281,10760
89332,41281,89093
44984,34786,10332
43779,34786,10330
42459,34786,10328
39745,34786,10312
40956,34786,10217
40647,34786,10265
42476,34786,10288
44891,34786,10289
44954,34786,10035
42319,34786,10008
41732,34786,10010
45179,34786,10104
44130,34786,10128
42139,34787,10132
40617,34787,10135
40289,34787,10123
43302,34787,10148
56751,38569,10109
56799,38569,10116
44128,34787,10041
43962,34787,10032
56533,38569,10045
57288,38569,10256
57278,38569,10255
39719,34787,10242
43465,34787,10314
49431,34787,10329
57688,38569,10369
66277,38569,10389
58040,38569,10427
58716,38569,10530
58728,38569,10531
58380,38569,10478
58392,38569,10479
45328,34787,10454
65931,38569,10805
60006,38569,10807
44992,34787,10556
408143,49409,91563
408348,49409,231342
408340,49409,231335
408307,49409,231303
408215,49409,230862
408520,49409,235259
408502,49409,235254
408738,49409,238369
408745,49409,238376
410150,49409,256424
410129,49409,256259
409915,49409,254289
409820,49409,253457
409596,49409,251786
411306,49409,284672
227717,44518,254839
222034,44518,238506
221479,44518,235227
221382,44518,234785
166033,43299,243164
220878,44518,230312
164820,43299,231300
220822,44518,92505
220534,44518,89830
230254,44518,90525
164291,43299,20360
164283,43299,20359
164251,43299,20354
220323,44518,17418
164080,43299,17416
164140,43299,17470
164146,43299,17471
164193,43299,17507
163954,43299,16654
219730,44518,10555
170876,43299,10583
219783,44518,10657
163022,43299,10643
219871,44518,10705
107508,41715,10709
219832,44518,10669
163213,43299,10746
219889,44518,10717
93845,41715,10718
163289,43299,10801
219626,44518,10453
93842,41715,10448
109299,41715,10494
93843,41715,10500
93841,41715,10395
93839,41715,10387
93838,41715,10350
109891,41715,10308
93837,41715,10318
167999,43299,10229
93836,41715,10122
93835,41715,10120
318849,47561,12530
318851,47561,13425
318852,47561,13427
323473,47561,12791
324865,47561,16592
318853,47561,15910
318854,47561,88031
318855,47561,91473
323477,47561,90991
318857,47561,242628
318856,47561,240995
318860,47561,257198
318861,47561,269631
318859,47561,254067
318858,47561,245351
65903,38570,17417
59739,38570,10754
65135,38570,10693
59047,38570,10644
56780,38570,10114
56719,38570,10091
56610,38570,10071
57076,38570,10197
57241,38570,10249
57567,38570,10344
58020,38570,10425
66224,38570,10533
58759,38570,10534
57042,38571,10182
56919,38571,10161
56519,38571,10044
66474,38571,10027
66193,38571,10136
56890,38571,10157
59374,38571,10694
59349,38571,10671
59685,38571,10749
93855,41716,10774
93854,41716,10772
93856,41716,10814
93852,41716,10706
93846,41716,10079
109429,41716,10175
109065,41716,10180
93848,41716,10257
93849,41716,10307
93850,41716,10311
93851,41716,10350
93858,41716,234704
57499,38572,10316
57547,38572,10341
58472,38572,10487
57105,38572,10208
56395,38572,10015
66209,38572,10018
56909,38572,10160
56789,38572,10115
60187,38572,10823
59861,38572,10768
59665,38572,10747
408443,50258,235181
408475,50258,235228
408761,50258,238387
408642,50258,236750
409344,50258,249902
409354,50258,250005
409391,50258,250202
409832,50258,253536
409537,50258,251529
409662,50258,252351
419055,50258,252548
409768,50258,253005
410102,50258,255655
410190,50258,257268
410355,50258,265175
224019,44519,257323
223190,44519,248549
221812,44519,236721
165317,43474,235289
221307,44519,234710
163222,43474,10752
89345,41282,10759
110887,41282,10767
89346,41282,10764
163273,43474,10798
219984,44519,10817
89343,41282,10707
89344,41282,10713
163131,43474,10697
163077,43474,10661
163090,43474,10663
89342,41282,10666
163039,43474,10650
219773,44519,10656
219793,44519,10658
219752,44519,10617
89333,41282,10074
110914,41282,10042
162554,43474,10228
162536,43474,10183
219616,44519,10452
219607,44519,10446
162743,43474,10434
89337,41282,10437
219598,44519,10439
89340,41282,10544
162926,43474,10537
89339,41282,10502
89338,41282,10490
89335,41282,10361
89334,41282,10360
162592,43474,10368
162601,43474,10370
89336,41282,10387
219537,44519,10385
163812,43474,15913
163910,43474,16598
220722,44519,91602
220787,44519,92394
227686,44519,88627
408149,50259,91563
408262,50259,231191
408236,50259,230902
408402,50259,231432
408476,50259,235228
408526,50259,235259
408771,50259,238388
408708,50259,237464
409355,50259,250005
409381,50259,250154
409450,50259,250950
409475,50259,251031
409663,50259,252351
410155,50259,256424
411018,50259,269584
224020,44520,257323
223191,44520,248549
165318,43475,235289
221575,44520,235263
165192,43475,235236
220923,44520,230394
220657,44520,91162
220841,44520,92602
220470,44520,88689
220444,44520,88188
219538,44520,10385
89352,41283,10387
162593,43475,10368
89351,41283,10363
89350,41283,10350
118724,41283,10490
219672,44520,10491
89355,41283,10543
219599,44520,10439
89353,41283,10440
219579,44520,10436
89354,41283,10441
162806,43475,10477
89349,41283,10178
162545,43475,10225
89347,41283,10034
89348,41283,10039
163015,43475,10642
225600,44520,10619
163023,43475,10643
118693,41283,10666
163091,43475,10663
219833,44520,10669
163190,43475,10714
219881,44520,10712
89357,41283,10710
89356,41283,10707
219985,44520,10817
163305,43475,10804
89359,41283,10774
114604,41283,10764
89358,41283,10767
163238,43475,10757
163230,43475,10755
163489,43475,13234
408325,49410,231320
408746,49410,238376
408790,49410,238492
417623,49410,250042
409701,49410,252603
409844,49410,253597
410137,49410,256264
410105,49410,255879
410736,49410,267166
411174,49410,271679
221897,46782,237357
221742,46782,236671
221519,46782,235235
221464,46782,235216
221337,46782,234732
221372,46782,234764
220594,46782,90752
220551,46782,90030
219717,46782,10539
219697,46782,10495
219556,46782,10390
318866,47564,90762
318867,47564,90894
324840,47564,230701
318863,47564,16594
318864,47564,16900
318862,47564,15089
318865,47564,17405
318868,47564,241164
325279,47564,240472
318869,47564,242710
318870,47564,243432
318871,47564,243556
318873,47564,266816
318872,47564,244647
325233,47564,244931
221357,46783,234761
221465,46783,235216
221486,46783,235227
231100,46783,237357
220856,46783,225001
231833,46783,10495
231859,46783,10503
219876,46783,10705
318874,47565,12530
328044,47565,15081
318880,47565,89606
328170,47565,19312
318876,47565,17411
318877,47565,17412
318878,47565,17505
328050,47565,243432
318885,47565,243558
318883,47565,240454
328151,47565,240663
318884,47565,241164
328095,47565,240875
328101,47565,245068
318886,47565,254067
324938,47565,256509
409913,50261,254222
409794,50261,253195
409745,50261,252816
409585,50261,251689
408949,50261,241077
408729,50261,238178
408779,50261,238487
408786,50261,238488
408744,50261,238369
408602,50261,236648
408468,50261,235218
408515,50261,235258
408534,50261,235273
408395,50261,231431
408649,50260,236753
408624,50260,236704
408682,50260,237361
409800,50260,253267
409400,50260,250204
409345,50260,249902
409520,50260,251421
410067,50260,255352
411113,50260,270836
408134,50260,90200
408171,50561,230361
411116,50561,270836
411100,50561,270567
410051,50561,255255
409476,50561,251031
409940,50561,254375
409568,50561,251656
409689,50561,252524
408667,50561,237175
418796,50561,238195
408459,50561,235213
418848,50561,235237
408483,50561,235234
408830,50561,238566
408822,50561,238550
408952,50568,241077
409036,50568,241790
408519,50568,235258
408711,50568,237464
409548,50568,251600
409627,50568,252023
409656,50568,252213
409932,50568,254366
409777,50568,253012
409493,50568,251233
409426,50568,250896
410060,50568,255297
410943,50568,268547
408190,50568,230755
408339,50568,231324
408278,50568,231219
408142,50568,90870
408365,49408,231401
410136,49408,256264
410200,49408,263582
409906,49408,254222
409613,49408,252008
409580,49408,251689
409700,49408,252603
408780,49408,238488
408544,49408,235282
408553,49408,235285
408543,50569,235280
417606,50569,235254
408451,50569,235185
408388,50569,231416
408404,50569,231432
408658,50569,236767
408684,50569,237361
408609,50569,236676
408595,50569,236647
408814,50569,238519
417670,50569,254475
409801,50569,253267
409849,50569,253597
410068,50569,255352
410015,50569,254922
318982,47575,245351
318979,47575,241165
318980,47575,242434
318981,47575,242848
318977,47575,91243
318978,47575,91801
318976,47575,90824
318975,47575,88408
318974,47575,19308
318973,47575,17468
318972,47575,17407
318970,47575,15085
318969,47575,15084
318971,47575,16658
318968,47575,13433
322367,48294,13426
322366,48294,12784
324837,48294,17410
322368,48294,17412
322369,48294,17505
322370,48294,19309
322372,48294,242850
322373,48294,242853
322375,48294,243168
322374,48294,243136
324827,48294,241050
322378,48294,244182
322376,48294,243731
322377,48294,243858
322379,48294,256990
53043,34788,10378
41386,34788,10332
39835,34788,10335
40037,34788,10010
45363,34788,10013
44927,34788,10058
42798,34788,10106
42010,34788,10133
41146,34788,10306
43047,34788,10289
52652,34788,10288
43510,34788,10244
410130,49414,256259
410145,49414,256389
409298,49414,245415
409418,49414,250896
409821,49414,253457
409597,49414,251786
408807,49414,238519
408587,49414,236647
408650,49414,236767
408671,49414,237312
408445,49414,235185
408452,49414,235213
408485,49414,235237
93701,41705,235281
118687,41705,10260
93692,41705,10305
93691,41705,10214
93690,41705,10176
93688,41705,10038
118782,41705,10351
93693,41705,10362
93694,41705,10395
93696,41705,10502
93697,41705,10540
162807,42863,10480
118790,41705,10820
163282,42863,10801
93699,41705,10709
93698,41705,10654
118684,41705,10547
163434,42863,12789
164920,42863,231374
164814,42863,231300
178759,42863,17415
164075,42863,17416
163698,42863,15090
163838,42863,15964
163755,42863,15850
322437,48509,15847
322439,48509,16592
322440,48509,16597
322438,48509,16590
322442,48509,17410
322441,48509,17407
322443,48509,20358
322435,48509,12786
322436,48509,12792
322444,48509,241503
322447,48509,242853
322448,48509,243558
322446,48509,242530
322445,48509,242000
322449,48509,245685
44112,34789,10800
58331,38573,10473
58350,38573,10475
58729,38573,10531
41736,34789,10357
44620,34789,10353
45406,34789,10334
57568,38573,10344
41865,34789,10314
40036,34789,10317
43368,34789,10031
39897,34789,10011
56437,38573,10027
56581,38573,10065
45690,34789,10135
56899,38573,10159
56861,38573,10136
41268,34789,10105
56800,38573,10116
56720,38573,10091
39672,34789,10082
40693,34789,10184
56920,38573,10161
43339,34789,10285
45215,34789,10268
57251,38573,10251
57221,38573,10247
408280,49415,231223
408231,49415,230902
408255,49415,231191
418678,49415,250948
409738,49415,252816
418849,49415,253195
409999,49415,254659
409185,49415,243385
408869,49415,239176
408527,49415,235273
408461,49415,235218
408721,49415,238178
408772,49415,238487
408620,49415,236704
411175,49415,271679
221647,44522,235290
221576,44522,235263
221318,44522,234730
222067,44522,238536
93720,41706,230382
164855,42864,231316
220445,44522,88188
229847,44522,90525
93718,41706,90596
220842,44522,92602
220796,44522,92476
93719,41706,91377
220658,44522,91162
164059,42864,17414
164172,42864,17478
164157,42864,17476
171707,42864,15851
163783,42864,15854
93717,41706,15911
93704,41706,10174
93703,41706,10169
93702,41706,10088
93707,41706,10363
162570,42864,10366
162602,42864,10371
162634,42864,10377
162882,42864,10526
93711,41706,10540
93712,41706,10543
219720,44522,10542
93710,41706,10451
93708,41706,10440
93709,41706,10449
219588,44522,10438
163223,42864,10755
163401,42864,12785
107509,41706,10818
93713,41706,10546
110055,41706,10550
93714,41706,10554
219763,44522,10619
163008,42864,10642
93716,41706,10708
93715,41706,10665
163484,42864,13234
163497,42864,13419
163442,42864,12790
163626,42864,15013
318887,47566,12792
318891,47566,15916
318890,47566,15849
318889,47566,15087
318888,47566,15082
318892,47566,17473
318894,47566,231216
318893,47566,230866
318895,47566,240725
318897,47566,241566
318896,47566,240986
318900,47566,255826
318901,47566,263074
318899,47566,245685
318898,47566,245068
318902,47566,271853
409478,49416,251232
420498,49416,253012
409933,49416,254375
409916,49416,254289
420565,49416,252524
409539,49416,251600
410017,49416,255098
421152,49416,231433
408381,49416,231416
416196,49416,235241
408477,49416,235234
408603,49416,236676
408659,49416,237175
408223,49416,230877
408216,49416,230862
408166,49416,230361
408375,49416,231409
221116,44523,231318
231086,44523,231307
220888,44523,230323
220435,44523,88081
164284,42865,20360
164221,42865,19311
164165,42865,17477
93739,41707,17479
163983,42865,17404
163714,42865,15092
163756,42865,15850
163905,42865,16598
163881,42865,16595
163468,42865,12793
163565,42865,13428
231829,44523,10664
219842,44523,10670
93732,41707,10713
162977,42865,10583
93737,41707,10819
93735,41707,10814
93738,41707,10822
163353,42865,12528
93733,41707,10759
219890,44523,10717
93734,41707,10773
231876,44523,10446
93728,41707,10443
219617,44523,10452
219627,44523,10453
162919,42865,10537
93730,41707,10535
93729,41707,10500
219648,44523,10488
93727,41707,10379
162627,42865,10374
93726,41707,10360
93725,41707,10318
162563,42865,10321
93721,41707,10089
93722,41707,10122
118793,41707,10074
109428,41707,10175
112788,41707,10180
93723,41707,10213
93724,41707,10220
165428,42865,236687
221841,44523,236764
221813,44523,236721
223958,44523,256564
318915,47567,257198
318916,47567,269631
318913,47567,244463
328116,47567,240995
318912,47567,242848
318910,47567,242434
318911,47567,242448
328112,47567,270862
328062,47567,16658
318904,47567,16589
318905,47567,19309
318906,47567,88408
318907,47567,90762
318908,47567,91381
318909,47567,92082
220785,46891,92207
220532,46891,89700
231836,46891,90030
220978,46891,230853
221093,46891,231305
220331,46891,17418
220343,46891,17424
231935,46891,10381
231181,46891,10493
231828,46891,10486
219939,46891,10808
230188,46891,10580
222259,46891,240835
222063,46891,238526
221798,46891,236712
44870,34790,10549
59399,38574,10696
41482,34790,10809
60188,38574,10823
59686,38574,10749
58393,38574,10479
69086,38574,10478
46100,34790,10454
58760,38574,10534
57900,38574,10389
44994,34790,10309
57558,38574,10342
41442,34790,10329
57189,38574,10226
57106,38574,10208
42279,34790,10239
44760,34790,10283
42887,34790,10286
39409,34790,10306
39645,34790,10078
43515,34790,10053
56421,38574,10022
56396,38574,10015
42856,34790,10032
41723,34790,10130
45165,34790,10138
45244,34790,10150
56910,38574,10160
56878,38574,10155
61276,38574,16655
174341,42866,16651
178764,42866,16652
163768,42866,15852
174339,42866,17409
174337,42866,17470
164856,42866,231316
220910,44524,230393
220503,44524,89467
220492,44524,89435
164254,42866,20355
93741,41708,10125
109530,41708,10120
93740,41708,10029
93743,41708,10262
93742,41708,10178
166841,42866,10320
162580,42866,10367
219547,44524,10390
113832,41708,10392
162692,42866,10422
162718,42866,10431
93746,41708,10388
162620,42866,10373
162907,42866,10532
219711,44524,10539
93749,41708,10451
93748,41708,10444
93747,41708,10442
219891,44524,10717
93752,41708,10716
219825,44524,10668
93751,41708,10702
163134,42866,10699
93750,41708,10553
163507,42866,13420
231898,44524,236717
221692,44524,236645
222035,44524,238506
221511,44524,235235
231973,44524,234695
221288,44524,234697
221328,44524,234732
318923,47569,240997
318924,47569,241344
318925,47569,242368
318926,47569,242710
318927,47569,243136
318928,47569,243168
318929,47569,243556
318930,47569,244182
318932,47569,244931
318931,47569,244647
318917,47569,13425
328096,47569,90616
318920,47569,91473
318918,47569,15909
318919,47569,16594
408332,49417,231324
408366,49417,231401
408264,49417,231214
408281,49417,231223
409559,49417,251656
410041,49417,255255
409186,49417,243385
408815,49417,238550
408870,49417,239176
408503,49417,235254
408562,49417,235519
61008,38575,15912
59350,38575,10671
59862,38575,10768
68580,38575,10424
57548,38575,10341
57537,38575,10337
57043,38575,10182
57231,38575,10248
57261,38575,10252
56549,38575,10061
56520,38575,10044
68733,38575,10157
56729,38575,10092
56761,38575,10111
41672,34791,10083
43661,34791,10149
45805,34791,10075
45050,34791,10037
40807,34791,10238
40435,34791,10243
41671,34791,10240
52955,34791,10264
42637,34791,10190
40543,34791,10212
40516,34791,10195
42111,34791,10223
40923,34791,10364
41811,34791,10354
93759,41709,10361
162706,42867,10429
169912,42867,10372
93761,41709,10449
162727,42867,10432
93762,41709,10450
178713,42867,10474
93763,41709,10541
178657,42867,10529
118839,41709,10171
93756,41709,10267
93758,41709,10307
93757,41709,10272
93754,41709,10030
163256,42867,10797
163379,42867,12782
107511,41709,10818
93765,41709,10667
163141,42867,10700
93766,41709,10708
118713,41709,10546
93764,41709,10660
163025,42867,10649
163524,42867,13422
163584,42867,13431
163492,42867,13301
178714,42867,13442
163816,42867,15914
174340,42867,16593
164053,42867,17413
171185,42868,17421
164089,42868,17420
164158,42868,17476
